id_site,code_module,code_presentation,activity_type,week_from,week_to,node_idx
729779,CCC,2014B,quiz,,,1626
730105,CCC,2014B,resource,,,1627
729809,CCC,2014B,oucontent,,,1628
729840,CCC,2014B,oucontent,,,1629
730034,CCC,2014B,subpage,,,1630
730070,CCC,2014B,resource,,,1631
729680,CCC,2014B,forumng,,,1632
730102,CCC,2014B,resource,,,1633
729806,CCC,2014B,oucontent,,,1634
730031,CCC,2014B,subpage,,,1635
730067,CCC,2014B,resource,,,1636
729676,CCC,2014B,forumng,,,1637
730099,CCC,2014B,resource,,,1638
729803,CCC,2014B,oucontent,,,1639
730135,CCC,2014B,url,,,1640
729837,CCC,2014B,oucontent,,,1641
730028,CCC,2014B,subpage,,,1642
730064,CCC,2014B,resource,,,1643
729671,CCC,2014B,homepage,,,1644
730096,CCC,2014B,resource,,,1645
729800,CCC,2014B,oucontent,,,1646
730132,CCC,2014B,url,,,1647
729834,CCC,2014B,oucontent,,,1648
730024,CCC,2014B,subpage,,,1649
730061,CCC,2014B,resource,,,1650
730093,CCC,2014B,resource,,,1651
729797,CCC,2014B,oucontent,1.0,2.0,1652
730126,CCC,2014B,url,,,1653
729830,CCC,2014B,oucontent,,,1654
730021,CCC,2014B,subpage,,,1655
730057,CCC,2014B,resource,,,1656
730090,CCC,2014B,resource,,,1657
729794,CCC,2014B,quiz,,,1658
730123,CCC,2014B,url,,,1659
729827,CCC,2014B,oucontent,,,1660
730018,CCC,2014B,subpage,,,1661
730052,CCC,2014B,resource,,,1662
730087,CCC,2014B,resource,,,1663
729791,CCC,2014B,quiz,,,1664
730120,CCC,2014B,url,,,1665
729824,CCC,2014B,oucontent,,,1666
730015,CCC,2014B,subpage,,,1667
730049,CCC,2014B,resource,,,1668
730084,CCC,2014B,resource,,,1669
729788,CCC,2014B,quiz,,,1670
730116,CCC,2014B,resource,,,1671
729821,CCC,2014B,oucontent,,,1672
730012,CCC,2014B,subpage,,,1673
730046,CCC,2014B,resource,,,1674
730081,CCC,2014B,resource,,,1675
729785,CCC,2014B,quiz,,,1676
730113,CCC,2014B,resource,,,1677
729818,CCC,2014B,oucontent,,,1678
730008,CCC,2014B,subpage,,,1679
730043,CCC,2014B,resource,,,1680
730078,CCC,2014B,resource,,,1681
729782,CCC,2014B,quiz,,,1682
730110,CCC,2014B,resource,,,1683
729815,CCC,2014B,oucontent,,,1684
729845,CCC,2014B,oucontent,,,1685
730040,CCC,2014B,resource,,,1686
730075,CCC,2014B,resource,,,1687
730107,CCC,2014B,resource,,,1688
729811,CCC,2014B,oucontent,,,1689
729842,CCC,2014B,oucontent,,,1690
730037,CCC,2014B,resource,,,1691
730072,CCC,2014B,resource,,,1692
729683,CCC,2014B,forumng,,,1693
730104,CCC,2014B,resource,,,1694
729808,CCC,2014B,oucontent,,,1695
730033,CCC,2014B,subpage,,,1696
730069,CCC,2014B,resource,,,1697
729678,CCC,2014B,forumng,,,1698
730101,CCC,2014B,resource,,,1699
729805,CCC,2014B,oucontent,,,1700
923835,CCC,2014B,oucollaborate,,,1701
729839,CCC,2014B,oucontent,,,1702
730030,CCC,2014B,subpage,,,1703
730066,CCC,2014B,resource,,,1704
729674,CCC,2014B,forumng,,,1705
730098,CCC,2014B,resource,,,1706
729802,CCC,2014B,oucontent,,,1707
730134,CCC,2014B,url,,,1708
729836,CCC,2014B,oucontent,,,1709
730027,CCC,2014B,subpage,,,1710
730063,CCC,2014B,resource,,,1711
730095,CCC,2014B,resource,,,1712
729799,CCC,2014B,oucontent,,,1713
730130,CCC,2014B,url,,,1714
729833,CCC,2014B,oucontent,,,1715
730023,CCC,2014B,subpage,,,1716
730060,CCC,2014B,resource,,,1717
730092,CCC,2014B,resource,,,1718
729796,CCC,2014B,page,,,1719
730125,CCC,2014B,url,,,1720
729829,CCC,2014B,oucontent,,,1721
730020,CCC,2014B,subpage,,,1722
730054,CCC,2014B,resource,,,1723
730089,CCC,2014B,resource,,,1724
729793,CCC,2014B,quiz,,,1725
730122,CCC,2014B,url,,,1726
729826,CCC,2014B,oucontent,,,1727
730017,CCC,2014B,subpage,,,1728
730051,CCC,2014B,resource,,,1729
730086,CCC,2014B,resource,,,1730
729790,CCC,2014B,quiz,,,1731
730118,CCC,2014B,oucollaborate,,,1732
729823,CCC,2014B,oucontent,,,1733
730014,CCC,2014B,subpage,,,1734
730048,CCC,2014B,resource,,,1735
730083,CCC,2014B,resource,,,1736
729787,CCC,2014B,quiz,,,1737
730115,CCC,2014B,resource,,,1738
729820,CCC,2014B,oucontent,,,1739
730011,CCC,2014B,subpage,,,1740
730045,CCC,2014B,resource,,,1741
730080,CCC,2014B,resource,,,1742
729784,CCC,2014B,quiz,,,1743
730112,CCC,2014B,resource,,,1744
729817,CCC,2014B,oucontent,,,1745
730007,CCC,2014B,subpage,,,1746
730042,CCC,2014B,resource,,,1747
730077,CCC,2014B,resource,,,1748
729781,CCC,2014B,quiz,,,1749
730109,CCC,2014B,resource,,,1750
729813,CCC,2014B,oucontent,5.0,7.0,1751
729844,CCC,2014B,oucontent,3.0,4.0,1752
730039,CCC,2014B,resource,,,1753
730074,CCC,2014B,resource,,,1754
730106,CCC,2014B,resource,,,1755
729810,CCC,2014B,oucontent,8.0,9.0,1756
729841,CCC,2014B,oucontent,,,1757
730035,CCC,2014B,subpage,,,1758
730071,CCC,2014B,resource,,,1759
729682,CCC,2014B,forumng,,,1760
730103,CCC,2014B,resource,,,1761
729807,CCC,2014B,oucontent,,,1762
909016,CCC,2014J,forumng,,,1763
909326,CCC,2014J,resource,,,1764
909059,CCC,2014J,oucontent,,,1765
942322,CCC,2014J,subpage,,,1766
909093,CCC,2014J,quiz,,,1767
909252,CCC,2014J,subpage,,,1768
909294,CCC,2014J,resource,,,1769
909013,CCC,2014J,homepage,,,1770
909323,CCC,2014J,resource,,,1771
909056,CCC,2014J,oucontent,,,1772
937763,CCC,2014J,resource,,,1773
909090,CCC,2014J,quiz,,,1774
909249,CCC,2014J,subpage,,,1775
909291,CCC,2014J,resource,,,1776
909320,CCC,2014J,resource,,,1777
909053,CCC,2014J,oucontent,,,1778
937760,CCC,2014J,resource,,,1779
909087,CCC,2014J,quiz,,,1780
1072252,CCC,2014J,forumng,,,1781
909246,CCC,2014J,subpage,,,1782
909288,CCC,2014J,resource,,,1783
909317,CCC,2014J,resource,,,1784
909050,CCC,2014J,oucontent,,,1785
937757,CCC,2014J,resource,,,1786
909083,CCC,2014J,oucontent,,,1787
1046237,CCC,2014J,resource,,,1788
909243,CCC,2014J,subpage,,,1789
909285,CCC,2014J,resource,,,1790
909314,CCC,2014J,resource,,,1791
909045,CCC,2014J,oucontent,,,1792
937754,CCC,2014J,resource,,,1793
909080,CCC,2014J,oucontent,,,1794
1042374,CCC,2014J,resource,,,1795
909240,CCC,2014J,subpage,,,1796
909282,CCC,2014J,resource,,,1797
909311,CCC,2014J,resource,,,1798
909042,CCC,2014J,oucontent,,,1799
909349,CCC,2014J,url,,,1800
909077,CCC,2014J,oucontent,3.0,4.0,1801
1016724,CCC,2014J,url,,,1802
909236,CCC,2014J,subpage,,,1803
909275,CCC,2014J,resource,,,1804
909308,CCC,2014J,resource,,,1805
909039,CCC,2014J,oucontent,,,1806
909345,CCC,2014J,url,,,1807
909074,CCC,2014J,oucontent,,,1808
1011840,CCC,2014J,url,,,1809
909233,CCC,2014J,subpage,,,1810
909272,CCC,2014J,resource,,,1811
909305,CCC,2014J,resource,,,1812
909036,CCC,2014J,oucontent,,,1813
909342,CCC,2014J,url,,,1814
909070,CCC,2014J,oucontent,,,1815
1011837,CCC,2014J,subpage,,,1816
909230,CCC,2014J,subpage,,,1817
909269,CCC,2014J,resource,,,1818
909302,CCC,2014J,resource,,,1819
909033,CCC,2014J,oucontent,,,1820
909338,CCC,2014J,url,,,1821
909067,CCC,2014J,oucontent,,,1822
989839,CCC,2014J,subpage,,,1823
909101,CCC,2014J,page,,,1824
909266,CCC,2014J,resource,,,1825
909030,CCC,2014J,oucontent,,,1826
909333,CCC,2014J,url,,,1827
909064,CCC,2014J,oucontent,,,1828
957609,CCC,2014J,oucontent,,,1829
909098,CCC,2014J,quiz,,,1830
909261,CCC,2014J,resource,,,1831
909299,CCC,2014J,resource,,,1832
909019,CCC,2014J,forumng,,,1833
909328,CCC,2014J,resource,,,1834
909061,CCC,2014J,oucontent,,,1835
957606,CCC,2014J,oucontent,,,1836
909095,CCC,2014J,quiz,,,1837
909254,CCC,2014J,subpage,,,1838
909296,CCC,2014J,resource,,,1839
909015,CCC,2014J,forumng,,,1840
909325,CCC,2014J,resource,,,1841
909058,CCC,2014J,oucontent,,,1842
942321,CCC,2014J,oucontent,,,1843
909092,CCC,2014J,quiz,,,1844
909251,CCC,2014J,subpage,,,1845
909293,CCC,2014J,resource,,,1846
909322,CCC,2014J,resource,,,1847
909055,CCC,2014J,oucontent,,,1848
937762,CCC,2014J,resource,,,1849
909089,CCC,2014J,quiz,,,1850
909248,CCC,2014J,subpage,,,1851
909290,CCC,2014J,resource,,,1852
909319,CCC,2014J,resource,,,1853
909052,CCC,2014J,oucontent,,,1854
937759,CCC,2014J,resource,,,1855
909086,CCC,2014J,quiz,,,1856
1049562,CCC,2014J,oucontent,,,1857
909245,CCC,2014J,subpage,,,1858
909287,CCC,2014J,resource,,,1859
909316,CCC,2014J,resource,,,1860
909049,CCC,2014J,oucontent,,,1861
937756,CCC,2014J,resource,,,1862
909082,CCC,2014J,oucontent,,,1863
1042376,CCC,2014J,resource,,,1864
909242,CCC,2014J,subpage,,,1865
909284,CCC,2014J,resource,,,1866
909313,CCC,2014J,resource,,,1867
909044,CCC,2014J,oucontent,,,1868
937753,CCC,2014J,resource,,,1869
909079,CCC,2014J,oucontent,,,1870
1042373,CCC,2014J,resource,,,1871
909238,CCC,2014J,subpage,,,1872
909281,CCC,2014J,resource,,,1873
909310,CCC,2014J,resource,,,1874
909041,CCC,2014J,oucontent,,,1875
909347,CCC,2014J,url,,,1876
909076,CCC,2014J,oucontent,,,1877
1011842,CCC,2014J,url,,,1878
909235,CCC,2014J,subpage,,,1879
909274,CCC,2014J,resource,,,1880
909307,CCC,2014J,resource,,,1881
909038,CCC,2014J,oucontent,,,1882
909344,CCC,2014J,url,,,1883
909073,CCC,2014J,oucontent,,,1884
1011839,CCC,2014J,url,,,1885
909232,CCC,2014J,subpage,,,1886
909271,CCC,2014J,resource,,,1887
909304,CCC,2014J,resource,,,1888
909035,CCC,2014J,oucontent,,,1889
909341,CCC,2014J,url,,,1890
909069,CCC,2014J,oucontent,,,1891
1010405,CCC,2014J,resource,,,1892
909229,CCC,2014J,subpage,,,1893
909268,CCC,2014J,resource,,,1894
909032,CCC,2014J,oucontent,,,1895
909335,CCC,2014J,url,,,1896
909066,CCC,2014J,oucontent,5.0,7.0,1897
957615,CCC,2014J,resource,,,1898
909100,CCC,2014J,quiz,,,1899
909265,CCC,2014J,resource,,,1900
909301,CCC,2014J,resource,,,1901
909022,CCC,2014J,forumng,,,1902
909332,CCC,2014J,oucollaborate,,,1903
909063,CCC,2014J,oucontent,,,1904
957608,CCC,2014J,oucontent,,,1905
909097,CCC,2014J,quiz,,,1906
909260,CCC,2014J,resource,,,1907
909298,CCC,2014J,resource,,,1908
909018,CCC,2014J,forumng,,,1909
909327,CCC,2014J,resource,,,1910
909060,CCC,2014J,oucontent,1.0,2.0,1911
947016,CCC,2014J,resource,,,1912
909094,CCC,2014J,quiz,,,1913
909253,CCC,2014J,subpage,,,1914
909295,CCC,2014J,resource,,,1915
909014,CCC,2014J,forumng,,,1916
909324,CCC,2014J,resource,,,1917
909057,CCC,2014J,oucontent,,,1918
937764,CCC,2014J,resource,,,1919
909091,CCC,2014J,quiz,,,1920
909250,CCC,2014J,subpage,,,1921
909292,CCC,2014J,resource,,,1922
909321,CCC,2014J,resource,,,1923
909054,CCC,2014J,oucontent,,,1924
937761,CCC,2014J,resource,,,1925
909088,CCC,2014J,quiz,,,1926
1072253,CCC,2014J,oucollaborate,,,1927
909247,CCC,2014J,subpage,,,1928
909289,CCC,2014J,resource,,,1929
909318,CCC,2014J,resource,,,1930
909051,CCC,2014J,oucontent,,,1931
937758,CCC,2014J,resource,,,1932
909085,CCC,2014J,quiz,,,1933
1046866,CCC,2014J,resource,,,1934
909244,CCC,2014J,subpage,,,1935
909286,CCC,2014J,resource,,,1936
909315,CCC,2014J,resource,,,1937
909048,CCC,2014J,oucontent,,,1938
937755,CCC,2014J,resource,,,1939
909081,CCC,2014J,oucontent,,,1940
1042375,CCC,2014J,resource,,,1941
909241,CCC,2014J,subpage,,,1942
909283,CCC,2014J,resource,,,1943
909312,CCC,2014J,resource,,,1944
909043,CCC,2014J,oucontent,,,1945
937752,CCC,2014J,subpage,,,1946
909078,CCC,2014J,oucontent,,,1947
1019025,CCC,2014J,forumng,,,1948
909237,CCC,2014J,subpage,,,1949
909280,CCC,2014J,resource,,,1950
909309,CCC,2014J,resource,,,1951
909040,CCC,2014J,oucontent,,,1952
909346,CCC,2014J,url,,,1953
909075,CCC,2014J,oucontent,,,1954
1011841,CCC,2014J,url,,,1955
909234,CCC,2014J,subpage,,,1956
909273,CCC,2014J,resource,,,1957
909306,CCC,2014J,resource,,,1958
909037,CCC,2014J,oucontent,,,1959
909343,CCC,2014J,url,,,1960
909071,CCC,2014J,oucontent,1.0,2.0,1961
1011838,CCC,2014J,subpage,,,1962
909231,CCC,2014J,subpage,,,1963
909270,CCC,2014J,resource,,,1964
909303,CCC,2014J,resource,,,1965
909034,CCC,2014J,oucontent,,,1966
909339,CCC,2014J,url,,,1967
909068,CCC,2014J,oucontent,8.0,9.0,1968
1002902,CCC,2014J,url,,,1969
909102,CCC,2014J,page,,,1970
909267,CCC,2014J,resource,,,1971
909031,CCC,2014J,oucontent,,,1972
909334,CCC,2014J,url,,,1973
909065,CCC,2014J,oucontent,,,1974
957610,CCC,2014J,oucontent,,,1975
909099,CCC,2014J,quiz,,,1976
909262,CCC,2014J,resource,,,1977
909300,CCC,2014J,resource,,,1978
909020,CCC,2014J,forumng,,,1979
909330,CCC,2014J,resource,,,1980
909062,CCC,2014J,oucontent,,,1981
957607,CCC,2014J,oucontent,,,1982
909096,CCC,2014J,quiz,,,1983
909256,CCC,2014J,subpage,,,1984
909297,CCC,2014J,resource,,,1985
547823,DDD,2013B,url,,,1986
547679,DDD,2013B,resource,,,1987
547855,DDD,2013B,subpage,,,1988
547539,DDD,2013B,oucontent,,,1989
547713,DDD,2013B,resource,,,1990
547720,DDD,2013B,resource,,,1991
547888,DDD,2013B,subpage,,,1992
547577,DDD,2013B,resource,,,1993
547757,DDD,2013B,url,,,1994
547920,DDD,2013B,subpage,,,1995
547609,DDD,2013B,resource,,,1996
547789,DDD,2013B,url,,,1997
547952,DDD,2013B,subpage,,,1998
547642,DDD,2013B,resource,,,1999
547820,DDD,2013B,url,,,2000
547675,DDD,2013B,resource,,,2001
547852,DDD,2013B,subpage,,,2002
547309,DDD,2013B,externalquiz,,,2003
547710,DDD,2013B,resource,,,2004
547885,DDD,2013B,subpage,,,2005
547574,DDD,2013B,resource,,,2006
547752,DDD,2013B,resource,,,2007
547917,DDD,2013B,subpage,,,2008
547606,DDD,2013B,resource,,,2009
547786,DDD,2013B,url,,,2010
547949,DDD,2013B,subpage,,,2011
547639,DDD,2013B,resource,,,2012
547817,DDD,2013B,url,,,2013
547671,DDD,2013B,resource,,,2014
547849,DDD,2013B,url,,,2015
547306,DDD,2013B,externalquiz,,,2016
547707,DDD,2013B,resource,,,2017
547882,DDD,2013B,subpage,,,2018
547571,DDD,2013B,resource,,,2019
547748,DDD,2013B,resource,,,2020
547914,DDD,2013B,subpage,,,2021
547603,DDD,2013B,resource,,,2022
547783,DDD,2013B,url,,,2023
547946,DDD,2013B,subpage,,,2024
547636,DDD,2013B,resource,,,2025
547814,DDD,2013B,url,,,2026
547668,DDD,2013B,resource,,,2027
547846,DDD,2013B,url,,,2028
547303,DDD,2013B,homepage,,,2029
547704,DDD,2013B,resource,,,2030
547879,DDD,2013B,subpage,,,2031
547568,DDD,2013B,resource,,,2032
547745,DDD,2013B,resource,,,2033
547911,DDD,2013B,subpage,,,2034
547600,DDD,2013B,resource,,,2035
547780,DDD,2013B,url,,,2036
547943,DDD,2013B,subpage,,,2037
547633,DDD,2013B,resource,,,2038
547810,DDD,2013B,url,,,2039
547665,DDD,2013B,resource,,,2040
547843,DDD,2013B,url,,,2041
547277,DDD,2013B,forumng,,,2042
547701,DDD,2013B,resource,,,2043
547876,DDD,2013B,subpage,,,2044
547565,DDD,2013B,resource,,,2045
547742,DDD,2013B,resource,,,2046
547908,DDD,2013B,subpage,,,2047
547597,DDD,2013B,resource,,,2048
547777,DDD,2013B,url,,,2049
547940,DDD,2013B,subpage,,,2050
547630,DDD,2013B,resource,,,2051
547662,DDD,2013B,resource,,,2052
547840,DDD,2013B,url,,,2053
547274,DDD,2013B,forumng,,,2054
547698,DDD,2013B,resource,,,2055
547873,DDD,2013B,subpage,,,2056
547562,DDD,2013B,resource,,,2057
547739,DDD,2013B,resource,,,2058
547905,DDD,2013B,subpage,,,2059
547594,DDD,2013B,resource,,,2060
547774,DDD,2013B,url,,,2061
547937,DDD,2013B,subpage,,,2062
547627,DDD,2013B,resource,,,2063
547807,DDD,2013B,url,,,2064
547659,DDD,2013B,resource,,,2065
547837,DDD,2013B,url,,,2066
547271,DDD,2013B,forumng,,,2067
547694,DDD,2013B,resource,,,2068
547869,DDD,2013B,subpage,,,2069
547559,DDD,2013B,ouwiki,,,2070
547735,DDD,2013B,resource,,,2071
547902,DDD,2013B,subpage,,,2072
547591,DDD,2013B,resource,,,2073
547771,DDD,2013B,url,,,2074
547934,DDD,2013B,subpage,,,2075
547623,DDD,2013B,resource,,,2076
547804,DDD,2013B,url,,,2077
547967,DDD,2013B,ouelluminate,,,2078
547655,DDD,2013B,resource,,,2079
547834,DDD,2013B,url,,,2080
547267,DDD,2013B,glossary,,,2081
547690,DDD,2013B,resource,,,2082
547866,DDD,2013B,subpage,,,2083
547556,DDD,2013B,ouwiki,,,2084
547732,DDD,2013B,resource,,,2085
547899,DDD,2013B,subpage,,,2086
547588,DDD,2013B,resource,,,2087
547768,DDD,2013B,url,,,2088
547931,DDD,2013B,subpage,,,2089
547620,DDD,2013B,resource,,,2090
547801,DDD,2013B,url,,,2091
547963,DDD,2013B,subpage,,,2092
547650,DDD,2013B,resource,,,2093
547831,DDD,2013B,url,,,2094
547687,DDD,2013B,resource,,,2095
547863,DDD,2013B,subpage,,,2096
547552,DDD,2013B,ouwiki,,,2097
547729,DDD,2013B,resource,,,2098
547896,DDD,2013B,subpage,,,2099
547585,DDD,2013B,resource,,,2100
547765,DDD,2013B,url,,,2101
547928,DDD,2013B,subpage,,,2102
547617,DDD,2013B,resource,,,2103
547798,DDD,2013B,url,,,2104
547960,DDD,2013B,subpage,,,2105
547647,DDD,2013B,resource,,,2106
547828,DDD,2013B,url,,,2107
547684,DDD,2013B,resource,,,2108
547860,DDD,2013B,subpage,,,2109
547548,DDD,2013B,oucontent,,,2110
547719,DDD,2013B,resource,,,2111
547725,DDD,2013B,resource,,,2112
547893,DDD,2013B,subpage,,,2113
547582,DDD,2013B,resource,,,2114
547762,DDD,2013B,url,,,2115
547925,DDD,2013B,subpage,,,2116
547614,DDD,2013B,resource,,,2117
547794,DDD,2013B,url,,,2118
547957,DDD,2013B,subpage,,,2119
547644,DDD,2013B,resource,,,2120
547825,DDD,2013B,url,,,2121
547681,DDD,2013B,resource,,,2122
547857,DDD,2013B,subpage,,,2123
547545,DDD,2013B,oucontent,,,2124
547716,DDD,2013B,resource,,,2125
547722,DDD,2013B,resource,,,2126
547890,DDD,2013B,subpage,,,2127
547579,DDD,2013B,resource,,,2128
547759,DDD,2013B,url,,,2129
547922,DDD,2013B,subpage,,,2130
547611,DDD,2013B,resource,,,2131
547791,DDD,2013B,url,,,2132
547954,DDD,2013B,subpage,,,2133
547822,DDD,2013B,url,,,2134
547678,DDD,2013B,resource,,,2135
547854,DDD,2013B,subpage,,,2136
547493,DDD,2013B,page,,,2137
547712,DDD,2013B,resource,,,2138
547887,DDD,2013B,subpage,,,2139
547576,DDD,2013B,resource,,,2140
547756,DDD,2013B,url,,,2141
547919,DDD,2013B,subpage,,,2142
547608,DDD,2013B,resource,,,2143
547788,DDD,2013B,url,,,2144
547951,DDD,2013B,subpage,,,2145
547641,DDD,2013B,resource,,,2146
547819,DDD,2013B,url,,,2147
547674,DDD,2013B,resource,,,2148
547851,DDD,2013B,subpage,,,2149
547308,DDD,2013B,externalquiz,,,2150
547709,DDD,2013B,resource,,,2151
547884,DDD,2013B,subpage,,,2152
547573,DDD,2013B,resource,,,2153
547751,DDD,2013B,resource,,,2154
547916,DDD,2013B,subpage,,,2155
547605,DDD,2013B,resource,,,2156
547785,DDD,2013B,url,,,2157
547948,DDD,2013B,subpage,,,2158
547638,DDD,2013B,resource,,,2159
547816,DDD,2013B,url,,,2160
547670,DDD,2013B,resource,,,2161
547848,DDD,2013B,url,,,2162
547305,DDD,2013B,externalquiz,,,2163
547706,DDD,2013B,resource,,,2164
547881,DDD,2013B,subpage,,,2165
547570,DDD,2013B,resource,,,2166
547747,DDD,2013B,resource,,,2167
547913,DDD,2013B,subpage,,,2168
547602,DDD,2013B,resource,,,2169
547782,DDD,2013B,url,,,2170
547945,DDD,2013B,subpage,,,2171
547635,DDD,2013B,resource,,,2172
547813,DDD,2013B,url,,,2173
547667,DDD,2013B,resource,,,2174
547845,DDD,2013B,url,,,2175
547279,DDD,2013B,forumng,,,2176
547703,DDD,2013B,resource,,,2177
547878,DDD,2013B,subpage,,,2178
547567,DDD,2013B,resource,,,2179
547744,DDD,2013B,resource,,,2180
547910,DDD,2013B,subpage,,,2181
547599,DDD,2013B,resource,,,2182
547779,DDD,2013B,url,,,2183
547942,DDD,2013B,subpage,,,2184
547632,DDD,2013B,resource,,,2185
547664,DDD,2013B,resource,,,2186
547842,DDD,2013B,url,,,2187
547276,DDD,2013B,forumng,,,2188
547700,DDD,2013B,resource,,,2189
547875,DDD,2013B,subpage,,,2190
547564,DDD,2013B,resource,,,2191
547741,DDD,2013B,resource,,,2192
547907,DDD,2013B,subpage,,,2193
547596,DDD,2013B,resource,,,2194
547776,DDD,2013B,url,,,2195
547939,DDD,2013B,subpage,,,2196
547629,DDD,2013B,resource,,,2197
547809,DDD,2013B,url,,,2198
547969,DDD,2013B,ouelluminate,,,2199
547661,DDD,2013B,resource,,,2200
547839,DDD,2013B,url,,,2201
547273,DDD,2013B,forumng,,,2202
547697,DDD,2013B,resource,,,2203
547872,DDD,2013B,subpage,,,2204
547561,DDD,2013B,resource,,,2205
547738,DDD,2013B,resource,,,2206
547904,DDD,2013B,subpage,,,2207
547593,DDD,2013B,resource,,,2208
547773,DDD,2013B,url,,,2209
547936,DDD,2013B,subpage,,,2210
547626,DDD,2013B,resource,,,2211
547806,DDD,2013B,url,,,2212
547658,DDD,2013B,resource,,,2213
547836,DDD,2013B,url,,,2214
547270,DDD,2013B,forumng,,,2215
547693,DDD,2013B,resource,,,2216
547868,DDD,2013B,subpage,,,2217
547558,DDD,2013B,ouwiki,,,2218
547734,DDD,2013B,resource,,,2219
547901,DDD,2013B,subpage,,,2220
547590,DDD,2013B,resource,,,2221
547770,DDD,2013B,url,,,2222
547933,DDD,2013B,subpage,,,2223
547622,DDD,2013B,resource,,,2224
547803,DDD,2013B,url,,,2225
547966,DDD,2013B,ouelluminate,,,2226
547654,DDD,2013B,resource,,,2227
547833,DDD,2013B,url,,,2228
547689,DDD,2013B,resource,,,2229
547865,DDD,2013B,subpage,,,2230
547555,DDD,2013B,ouwiki,,,2231
547731,DDD,2013B,resource,,,2232
547898,DDD,2013B,subpage,,,2233
547587,DDD,2013B,resource,,,2234
547767,DDD,2013B,url,,,2235
547930,DDD,2013B,subpage,,,2236
547619,DDD,2013B,resource,,,2237
547800,DDD,2013B,url,,,2238
547962,DDD,2013B,subpage,,,2239
547649,DDD,2013B,resource,,,2240
547830,DDD,2013B,url,,,2241
547686,DDD,2013B,resource,,,2242
547862,DDD,2013B,subpage,,,2243
547551,DDD,2013B,ouwiki,,,2244
547727,DDD,2013B,resource,,,2245
547895,DDD,2013B,subpage,,,2246
547584,DDD,2013B,resource,,,2247
547764,DDD,2013B,url,,,2248
547927,DDD,2013B,subpage,,,2249
547616,DDD,2013B,resource,,,2250
547797,DDD,2013B,url,,,2251
547959,DDD,2013B,subpage,,,2252
547646,DDD,2013B,resource,,,2253
547827,DDD,2013B,url,,,2254
547683,DDD,2013B,resource,,,2255
547859,DDD,2013B,subpage,,,2256
547547,DDD,2013B,oucontent,,,2257
547718,DDD,2013B,resource,,,2258
547724,DDD,2013B,resource,,,2259
547892,DDD,2013B,subpage,,,2260
547581,DDD,2013B,resource,,,2261
547761,DDD,2013B,url,,,2262
547924,DDD,2013B,subpage,,,2263
547613,DDD,2013B,resource,,,2264
547793,DDD,2013B,url,,,2265
547956,DDD,2013B,subpage,,,2266
547824,DDD,2013B,url,,,2267
547680,DDD,2013B,resource,,,2268
547856,DDD,2013B,subpage,,,2269
547542,DDD,2013B,oucontent,,,2270
547715,DDD,2013B,resource,,,2271
547721,DDD,2013B,resource,,,2272
547889,DDD,2013B,subpage,,,2273
547578,DDD,2013B,resource,,,2274
547758,DDD,2013B,url,,,2275
547921,DDD,2013B,subpage,,,2276
547610,DDD,2013B,resource,,,2277
547790,DDD,2013B,url,,,2278
547953,DDD,2013B,subpage,,,2279
547643,DDD,2013B,resource,,,2280
547821,DDD,2013B,url,,,2281
547676,DDD,2013B,resource,,,2282
547853,DDD,2013B,subpage,,,2283
547310,DDD,2013B,externalquiz,,,2284
547711,DDD,2013B,resource,,,2285
547886,DDD,2013B,subpage,,,2286
547575,DDD,2013B,resource,,,2287
547753,DDD,2013B,resource,,,2288
547918,DDD,2013B,subpage,,,2289
547607,DDD,2013B,resource,,,2290
547787,DDD,2013B,url,,,2291
547950,DDD,2013B,subpage,,,2292
547640,DDD,2013B,resource,,,2293
547818,DDD,2013B,url,,,2294
547673,DDD,2013B,resource,,,2295
547850,DDD,2013B,subpage,,,2296
547307,DDD,2013B,externalquiz,,,2297
547708,DDD,2013B,resource,,,2298
547883,DDD,2013B,subpage,,,2299
547572,DDD,2013B,resource,,,2300
547749,DDD,2013B,resource,,,2301
547915,DDD,2013B,subpage,,,2302
547604,DDD,2013B,resource,,,2303
547784,DDD,2013B,url,,,2304
547947,DDD,2013B,subpage,,,2305
547637,DDD,2013B,resource,,,2306
547815,DDD,2013B,url,,,2307
547669,DDD,2013B,resource,,,2308
547847,DDD,2013B,url,,,2309
547304,DDD,2013B,externalquiz,,,2310
547705,DDD,2013B,resource,,,2311
547880,DDD,2013B,subpage,,,2312
547569,DDD,2013B,resource,,,2313
547746,DDD,2013B,resource,,,2314
547912,DDD,2013B,subpage,,,2315
547601,DDD,2013B,resource,,,2316
547781,DDD,2013B,url,,,2317
547944,DDD,2013B,subpage,,,2318
547634,DDD,2013B,resource,,,2319
547812,DDD,2013B,url,,,2320
547666,DDD,2013B,resource,,,2321
547844,DDD,2013B,url,,,2322
547278,DDD,2013B,forumng,,,2323
547702,DDD,2013B,resource,,,2324
547877,DDD,2013B,subpage,,,2325
547566,DDD,2013B,resource,,,2326
547743,DDD,2013B,resource,,,2327
547909,DDD,2013B,subpage,,,2328
547598,DDD,2013B,resource,,,2329
547778,DDD,2013B,url,,,2330
547941,DDD,2013B,subpage,,,2331
547631,DDD,2013B,resource,,,2332
547663,DDD,2013B,resource,,,2333
547841,DDD,2013B,url,,,2334
547275,DDD,2013B,forumng,,,2335
547699,DDD,2013B,resource,,,2336
547874,DDD,2013B,subpage,,,2337
