src,dst,score
5597,11,70.0
5598,11,20.0
5600,11,57.0
5601,11,97.0
5603,11,70.0
5604,11,64.0
5605,11,83.0
5606,11,72.0
5607,11,85.0
5608,11,69.0
5610,11,85.0
5611,11,74.0
5612,11,49.0
5613,11,81.0
5614,11,54.0
5615,11,82.0
5616,11,83.0
5618,11,65.0
5620,11,73.0
5621,11,70.0
5623,11,91.0
5624,11,83.0
5625,11,57.0
5626,11,40.0
5627,11,65.0
5629,11,60.0
5631,11,55.0
5632,11,92.0
5633,11,73.0
5634,11,88.0
5635,11,87.0
5638,11,67.0
5640,11,52.0
5641,11,86.0
5643,11,65.0
5645,11,55.0
5647,11,63.0
5649,11,83.0
5651,11,73.0
5652,11,61.0
5653,11,65.0
5654,11,68.0
5655,11,85.0
5657,11,45.0
5659,11,43.0
5660,11,66.0
5662,11,80.0
5663,11,86.0
5665,11,72.0
5666,11,65.0
5667,11,85.0
5669,11,59.0
5670,11,76.0
5671,11,70.0
5672,11,90.0
5674,11,66.0
5675,11,70.0
5676,11,70.0
5677,11,78.0
5678,11,42.0
5680,11,65.0
5681,11,93.0
5683,11,76.0
5684,11,64.0
5685,11,79.0
5686,11,74.0
5687,11,55.0
5689,11,75.0
5690,11,77.0
5691,11,74.0
5693,11,83.0
5697,11,53.0
5698,11,65.0
5701,11,72.0
5702,11,73.0
5704,11,81.0
5705,11,61.0
5706,11,77.0
5708,11,63.0
5709,11,76.0
5710,11,50.0
5711,11,64.0
5712,11,72.0
5713,11,77.0
5714,11,72.0
5715,11,74.0
5716,11,70.0
5717,11,72.0
5718,11,68.0
5719,11,59.0
5721,11,62.0
5722,11,70.0
5723,11,88.0
5724,11,54.0
5725,11,50.0
5728,11,83.0
5730,11,79.0
5732,11,62.0
5733,11,76.0
5735,11,65.0
5739,11,72.0
5740,11,62.0
5744,11,53.0
5745,11,62.0
5746,11,67.0
5747,11,72.0
5748,11,74.0
5749,11,70.0
5751,11,79.0
5752,11,90.0
5753,11,70.0
5754,11,75.0
5755,11,79.0
5757,11,80.0
5761,11,90.0
5763,11,70.0
5765,11,60.0
5766,11,85.0
5767,11,77.0
5768,11,73.0
5769,11,31.0
5770,11,55.0
5772,11,85.0
5773,11,50.0
5774,11,65.0
5775,11,80.0
5776,11,56.0
5778,11,40.0
5779,11,74.0
5781,11,50.0
5782,11,65.0
5783,11,67.0
5784,11,73.0
5786,11,42.0
5787,11,82.0
5788,11,76.0
5789,11,66.0
5790,11,71.0
5791,11,84.0
5792,11,51.0
5793,11,85.0
5795,11,84.0
5796,11,48.0
5799,11,65.0
5800,11,69.0
5803,11,81.0
5804,11,61.0
5805,11,50.0
5806,11,40.0
5807,11,73.0
5808,11,74.0
5809,11,82.0
5810,11,85.0
5811,11,72.0
5812,11,68.0
5813,11,72.0
5814,11,75.0
5817,11,74.0
5819,11,56.0
5820,11,71.0
5821,11,72.0
5822,11,57.0
5823,11,72.0
5824,11,74.0
5826,11,64.0
5827,11,67.0
5828,11,75.0
5829,11,52.0
5830,11,64.0
5831,11,71.0
5832,11,73.0
5833,11,59.0
5834,11,40.0
5835,11,83.0
5837,11,61.0
5838,11,46.0
5839,11,82.0
5841,11,74.0
5842,11,87.0
5844,11,60.0
5846,11,67.0
5848,11,88.0
5851,11,67.0
5852,11,60.0
5853,11,56.0
5854,11,75.0
5855,11,65.0
5857,11,65.0
5860,11,61.0
5861,11,76.0
5862,11,65.0
5864,11,87.0
5865,11,73.0
5866,11,62.0
5868,11,70.0
5870,11,68.0
5871,11,69.0
5872,11,73.0
5874,11,58.0
5875,11,72.0
5876,11,73.0
5877,11,61.0
5878,11,75.0
5879,11,77.0
5880,11,46.0
5881,11,40.0
5882,11,67.0
5883,11,77.0
5884,11,55.0
5885,11,77.0
5886,11,90.0
5887,11,68.0
5888,11,47.0
5889,11,54.0
5890,11,66.0
5891,11,81.0
5892,11,83.0
5893,11,78.0
5896,11,75.0
5898,11,60.0
5899,11,75.0
5900,11,90.0
5902,11,75.0
5903,11,91.0
5904,11,82.0
5905,11,71.0
5908,11,67.0
5909,11,55.0
5910,11,73.0
5911,11,73.0
5912,11,64.0
5913,11,88.0
5914,11,88.0
5915,11,71.0
5916,11,51.0
5917,11,58.0
5918,11,80.0
5920,11,70.0
5921,11,75.0
5922,11,66.0
5923,11,67.0
5924,11,70.0
5925,11,76.0
5926,11,85.0
5927,11,92.0
5928,11,91.0
5929,11,84.0
5930,11,70.0
5933,11,86.0
5934,11,71.0
5935,11,71.0
5936,11,80.0
5937,11,54.0
5938,11,76.0
5939,11,65.0
5940,11,48.0
5941,11,77.0
5942,11,57.0
5943,11,90.0
5944,11,75.0
5945,11,73.0
5946,11,59.0
5947,11,68.0
5949,11,74.0
5950,11,52.0
5951,11,48.0
5952,11,57.0
5953,11,61.0
5954,11,65.0
5955,11,65.0
5956,11,65.0
5957,11,68.0
5959,11,80.0
5961,11,73.0
5962,11,59.0
5963,11,62.0
5964,11,77.0
5965,11,75.0
5966,11,57.0
5968,11,77.0
5969,11,40.0
5970,11,65.0
5971,11,69.0
5972,11,59.0
5973,11,70.0
5975,11,77.0
5976,11,76.0
5977,11,52.0
5978,11,81.0
5980,11,80.0
5982,11,40.0
5984,11,59.0
5985,11,54.0
5986,11,79.0
5987,11,70.0
5992,11,62.0
5993,11,74.0
5994,11,90.0
5995,11,89.0
5996,11,77.0
5997,11,78.0
5998,11,46.0
5999,11,80.0
6000,11,79.0
6001,11,85.0
6002,11,70.0
6004,11,61.0
6005,11,57.0
6008,11,80.0
6010,11,90.0
6011,11,66.0
6012,11,56.0
6013,11,60.0
6015,11,65.0
6016,11,69.0
6018,11,93.0
6019,11,78.0
6020,11,85.0
6021,11,56.0
6022,11,57.0
6024,11,61.0
6025,11,87.0
6026,11,56.0
6027,11,75.0
6028,11,91.0
6029,11,75.0
6030,11,58.0
6031,11,93.0
6032,11,85.0
6033,11,53.0
6034,11,56.0
6036,11,59.0
6037,11,50.0
6038,11,65.0
6039,11,60.0
6040,11,64.0
6042,11,77.0
6043,11,72.0
6044,11,58.0
6045,11,66.0
6046,11,70.0
6047,11,83.0
6048,11,70.0
6050,11,83.0
6051,11,83.0
6055,11,83.0
6056,11,76.0
6057,11,60.0
6058,11,55.0
6059,11,56.0
6060,11,47.0
6061,11,60.0
6062,11,72.0
6064,11,87.0
2316,11,70.0
6065,11,85.0
6066,11,69.0
6067,11,79.0
4492,11,58.0
6068,11,72.0
6069,11,79.0
6070,11,80.0
6072,11,74.0
6073,11,73.0
2322,11,60.0
6074,11,84.0
4499,11,63.0
6075,11,84.0
6076,11,90.0
6077,11,90.0
6078,11,75.0
6079,11,57.0
6080,11,85.0
6081,11,85.0
6082,11,90.0
4503,11,67.0
6083,11,84.0
6084,11,89.0
6087,11,70.0
6088,11,79.0
6089,11,85.0
6090,11,72.0
6091,11,71.0
4521,11,78.0
6095,11,64.0
6096,11,87.0
4534,11,85.0
6097,11,75.0
6098,11,57.0
6099,11,77.0
6100,11,85.0
6101,11,54.0
6102,11,63.0
6103,11,82.0
6104,11,96.0
6105,11,68.0
6107,11,58.0
6108,11,79.0
6109,11,58.0
6110,11,57.0
6112,11,80.0
6113,11,76.0
4566,11,79.0
6115,11,61.0
2372,11,75.0
6116,11,57.0
6118,11,68.0
6119,11,90.0
6120,11,90.0
6121,11,83.0
6122,11,80.0
6123,11,87.0
6124,11,70.0
6125,11,72.0
6128,11,79.0
6129,11,73.0
2393,11,75.0
6133,11,82.0
6135,11,80.0
6137,11,65.0
6140,11,60.0
6141,11,40.0
6142,11,76.0
4613,11,63.0
6143,11,95.0
4615,11,83.0
6145,11,73.0
6147,11,73.0
6148,11,85.0
6149,11,85.0
6150,11,67.0
6151,11,73.0
6152,11,60.0
6153,11,62.0
6154,11,71.0
6155,11,92.0
6156,11,73.0
6157,11,75.0
6158,11,56.0
6159,11,90.0
6163,11,69.0
6164,11,87.0
6165,11,80.0
6166,11,79.0
2443,11,82.0
6167,11,88.0
6168,11,69.0
6169,11,75.0
6170,11,78.0
6171,11,62.0
6172,11,73.0
6175,11,65.0
2463,11,76.0
6178,11,80.0
6179,11,62.0
6180,11,75.0
6181,11,52.0
6182,11,84.0
6183,11,70.0
6184,11,79.0
6185,11,71.0
6186,11,77.0
6187,11,76.0
6188,11,50.0
6189,11,85.0
714,11,73.0
4673,11,77.0
4674,11,78.0
4675,11,46.0
4676,11,62.0
4677,11,87.0
4678,11,50.0
4679,11,73.0
4680,11,86.0
4681,11,75.0
4682,11,75.0
2513,11,76.0
4686,11,63.0
4687,11,66.0
4688,11,90.0
4689,11,58.0
4690,11,82.0
4692,11,73.0
4693,11,73.0
4694,11,72.0
4695,11,73.0
4697,11,98.0
4698,11,93.0
4699,11,86.0
4700,11,85.0
4701,11,50.0
4702,11,70.0
4703,11,74.0
4704,11,60.0
4705,11,42.0
4706,11,60.0
4707,11,90.0
4708,11,77.0
4709,11,84.0
4710,11,68.0
4711,11,85.0
4712,11,79.0
4713,11,72.0
4714,11,85.0
4715,11,85.0
4717,11,70.0
4718,11,73.0
4719,11,77.0
4720,11,65.0
4721,11,70.0
4722,11,70.0
4723,11,71.0
4724,11,85.0
4726,11,53.0
4727,11,67.0
4730,11,87.0
4731,11,72.0
4732,11,85.0
4733,11,78.0
4734,11,83.0
4735,11,82.0
4736,11,68.0
2589,11,61.0
4737,11,85.0
4738,11,74.0
2590,11,95.0
4739,11,72.0
2596,11,37.0
4740,11,71.0
4741,11,85.0
4742,11,65.0
4743,11,68.0
4744,11,67.0
4745,11,93.0
4746,11,80.0
843,11,75.0
4747,11,45.0
4749,11,61.0
856,11,80.0
2626,11,82.0
4750,11,86.0
4752,11,63.0
4753,11,55.0
4754,11,15.0
4757,11,66.0
4758,11,71.0
4759,11,57.0
4760,11,60.0
4763,11,86.0
4764,11,88.0
4767,11,85.0
4768,11,48.0
4770,11,86.0
4771,11,63.0
4772,11,50.0
4773,11,60.0
4774,11,80.0
4775,11,70.0
4776,11,87.0
4777,11,67.0
4780,11,71.0
4782,11,67.0
4784,11,78.0
4785,11,85.0
4786,11,90.0
4787,11,42.0
4789,11,74.0
4791,11,79.0
4792,11,83.0
4793,11,77.0
4794,11,33.0
4796,11,83.0
4798,11,79.0
4799,11,62.0
4800,11,58.0
4801,11,80.0
4802,11,83.0
4803,11,72.0
4804,11,71.0
4805,11,75.0
4806,11,40.0
4808,11,74.0
4809,11,87.0
4810,11,85.0
4811,11,75.0
4812,11,85.0
4813,11,89.0
934,11,75.0
4816,11,77.0
4817,11,60.0
4818,11,65.0
4819,11,72.0
4823,11,77.0
4826,11,79.0
4827,11,76.0
4828,11,75.0
4829,11,57.0
4830,11,81.0
4831,11,61.0
4832,11,82.0
4833,11,49.0
4834,11,85.0
4835,11,93.0
4837,11,77.0
972,11,56.0
4838,11,88.0
4839,11,70.0
4840,11,62.0
4841,11,82.0
4842,11,80.0
4843,11,48.0
4844,11,70.0
4845,11,74.0
4846,11,86.0
4848,11,72.0
4851,11,69.0
4852,11,82.0
4854,11,65.0
4855,11,83.0
4856,11,85.0
4857,11,80.0
4859,11,47.0
4860,11,57.0
4862,11,75.0
4863,11,85.0
4864,11,90.0
4867,11,69.0
4868,11,75.0
4870,11,74.0
4871,11,53.0
4872,11,78.0
4874,11,77.0
4875,11,62.0
4876,11,73.0
4877,11,60.0
4878,11,72.0
4879,11,64.0
4880,11,68.0
4881,11,68.0
4882,11,70.0
4883,11,58.0
4885,11,85.0
4886,11,62.0
4887,11,56.0
1049,11,81.0
4888,11,75.0
4889,11,74.0
4890,11,61.0
4891,11,60.0
4894,11,77.0
4895,11,88.0
4897,11,75.0
4898,11,65.0
4899,11,82.0
4900,11,88.0
2837,11,84.0
4902,11,60.0
4903,11,81.0
4904,11,75.0
4905,11,58.0
4907,11,67.0
4909,11,48.0
4910,11,78.0
4911,11,59.0
4912,11,57.0
4913,11,75.0
4914,11,90.0
4918,11,50.0
4919,11,74.0
4920,11,85.0
4921,11,66.0
4922,11,80.0
4923,11,79.0
4924,11,80.0
4925,11,87.0
4926,11,87.0
4927,11,61.0
4928,11,83.0
4929,11,75.0
4930,11,72.0
4931,11,70.0
4932,11,68.0
4934,11,80.0
4935,11,64.0
4936,11,93.0
4937,11,73.0
4938,11,61.0
4939,11,69.0
4940,11,73.0
4941,11,88.0
4943,11,75.0
4944,11,73.0
4945,11,85.0
4947,11,63.0
1160,11,63.0
2899,11,77.0
4948,11,46.0
4950,11,85.0
1167,11,48.0
4951,11,73.0
4952,11,74.0
1185,11,67.0
4953,11,68.0
4954,11,62.0
4956,11,87.0
4957,11,70.0
4958,11,80.0
4959,11,80.0
4960,11,71.0
4961,11,66.0
4964,11,73.0
4965,11,85.0
4966,11,75.0
4968,11,59.0
4969,11,89.0
4970,11,83.0
4973,11,61.0
4975,11,94.0
4976,11,70.0
4979,11,95.0
4980,11,62.0
4981,11,68.0
2971,11,63.0
1271,11,59.0
4986,11,62.0
2995,11,57.0
4988,11,73.0
4989,11,97.0
4990,11,77.0
4992,11,64.0
4994,11,81.0
4995,11,60.0
4996,11,76.0
1351,11,54.0
4998,11,74.0
4999,11,88.0
5000,11,55.0
5001,11,70.0
5002,11,62.0
5003,11,62.0
1375,11,55.0
5007,11,81.0
5008,11,74.0
5009,11,40.0
5010,11,72.0
5012,11,60.0
5013,11,66.0
5014,11,35.0
5015,11,69.0
5016,11,83.0
5017,11,80.0
3105,11,52.0
5019,11,85.0
5020,11,67.0
5021,11,85.0
5022,11,81.0
5023,11,77.0
1491,11,69.0
5024,11,69.0
5026,11,57.0
5030,11,56.0
5031,11,58.0
5033,11,65.0
5034,11,90.0
5035,11,79.0
5036,11,84.0
5037,11,66.0
5038,11,78.0
5040,11,73.0
5041,11,69.0
5042,11,85.0
5043,11,70.0
5044,11,68.0
5045,11,87.0
5046,11,77.0
5047,11,71.0
5048,11,83.0
5049,11,70.0
5050,11,63.0
5051,11,70.0
1673,11,84.0
5052,11,79.0
5053,11,67.0
5054,11,82.0
5055,11,40.0
5057,11,66.0
5058,11,75.0
5059,11,72.0
5062,11,69.0
5064,11,65.0
1811,11,60.0
5065,11,51.0
1835,11,60.0
5066,11,63.0
5067,11,75.0
5069,11,95.0
5070,11,67.0
5071,11,66.0
5072,11,73.0
5074,11,55.0
1927,11,41.0
5076,11,81.0
5077,11,59.0
5078,11,67.0
1985,11,65.0
5079,11,97.0
3248,11,73.0
5080,11,58.0
5081,11,67.0
2015,11,77.0
5082,11,40.0
5083,11,87.0
5086,11,91.0
5087,11,87.0
2059,11,71.0
5088,11,71.0
5089,11,62.0
5091,11,87.0
5092,11,77.0
5094,11,70.0
5095,11,55.0
5097,11,65.0
5098,11,57.0
2147,11,76.0
5099,11,66.0
2176,11,62.0
5100,11,91.0
5101,11,78.0
4672,12,73.0
714,12,67.0
4674,12,84.0
4675,12,66.0
4676,12,62.0
4677,12,80.0
4678,12,64.0
4679,12,63.0
4680,12,87.0
4681,12,80.0
4682,12,65.0
2513,12,63.0
4686,12,61.0
4687,12,60.0
4688,12,88.0
4689,12,68.0
4690,12,79.0
4692,12,79.0
4693,12,66.0
4694,12,79.0
4695,12,77.0
4698,12,81.0
4699,12,79.0
4700,12,95.0
4701,12,56.0
4702,12,67.0
4703,12,77.0
4704,12,79.0
4705,12,60.0
4706,12,75.0
4707,12,74.0
4708,12,67.0
4709,12,91.0
4710,12,59.0
4711,12,70.0
4712,12,78.0
4713,12,86.0
4714,12,87.0
4715,12,86.0
4717,12,83.0
4718,12,83.0
4720,12,59.0
4721,12,76.0
4722,12,80.0
4723,12,78.0
4724,12,82.0
4726,12,50.0
4727,12,77.0
4730,12,67.0
4731,12,85.0
4732,12,93.0
4733,12,81.0
4734,12,80.0
4735,12,68.0
4736,12,64.0
2589,12,51.0
4737,12,85.0
4738,12,70.0
2590,12,81.0
4739,12,72.0
2596,12,46.0
4740,12,83.0
4741,12,83.0
4742,12,85.0
4743,12,83.0
4744,12,65.0
4745,12,85.0
4746,12,87.0
843,12,70.0
4747,12,56.0
4749,12,47.0
856,12,82.0
2626,12,66.0
4750,12,89.0
4752,12,68.0
4753,12,61.0
4754,12,0.0
4757,12,75.0
4758,12,75.0
4759,12,48.0
4763,12,77.0
4764,12,80.0
4767,12,79.0
4768,12,69.0
4770,12,71.0
4771,12,63.0
4772,12,56.0
4773,12,78.0
4774,12,82.0
4775,12,67.0
4776,12,76.0
4777,12,81.0
4780,12,59.0
4782,12,65.0
4784,12,65.0
4785,12,73.0
4786,12,91.0
4787,12,41.0
4789,12,70.0
4791,12,76.0
4792,12,85.0
4793,12,71.0
4794,12,63.0
4796,12,90.0
4798,12,74.0
4799,12,61.0
4800,12,63.0
4801,12,83.0
4802,12,83.0
4803,12,83.0
4804,12,73.0
4805,12,67.0
4806,12,57.0
4808,12,70.0
4809,12,88.0
4810,12,82.0
4811,12,80.0
4813,12,78.0
934,12,70.0
4816,12,82.0
4817,12,64.0
4818,12,60.0
4826,12,66.0
4827,12,79.0
4828,12,69.0
4829,12,45.0
4830,12,88.0
4831,12,70.0
4832,12,85.0
4833,12,63.0
4834,12,70.0
4835,12,87.0
4837,12,70.0
4838,12,73.0
4839,12,49.0
4840,12,76.0
4841,12,85.0
4842,12,83.0
4843,12,45.0
4844,12,65.0
4846,12,83.0
4848,12,63.0
4851,12,67.0
4852,12,89.0
4854,12,70.0
4855,12,70.0
4856,12,97.0
4857,12,76.0
4859,12,75.0
4860,12,60.0
4862,12,63.0
4863,12,75.0
4867,12,68.0
4868,12,78.0
4870,12,76.0
4872,12,69.0
4874,12,83.0
4875,12,75.0
4877,12,67.0
4878,12,70.0
4879,12,79.0
4880,12,75.0
4881,12,87.0
4882,12,70.0
4883,12,66.0
4885,12,88.0
4886,12,75.0
4887,12,63.0
1049,12,78.0
4890,12,88.0
4891,12,56.0
4894,12,80.0
4895,12,86.0
4897,12,67.0
4898,12,66.0
4899,12,78.0
4900,12,77.0
2837,12,80.0
4903,12,80.0
4904,12,75.0
4907,12,72.0
4909,12,40.0
4910,12,61.0
4911,12,89.0
4913,12,73.0
4914,12,91.0
4918,12,68.0
4919,12,77.0
4920,12,86.0
4921,12,70.0
4922,12,80.0
4924,12,73.0
4925,12,74.0
4927,12,49.0
4928,12,87.0
4929,12,65.0
4930,12,82.0
4931,12,65.0
4932,12,65.0
4934,12,85.0
4935,12,72.0
4936,12,65.0
4937,12,58.0
4938,12,74.0
4939,12,70.0
4940,12,73.0
4941,12,76.0
4943,12,80.0
4944,12,85.0
4945,12,86.0
4947,12,67.0
1160,12,74.0
4948,12,34.0
4950,12,59.0
1167,12,72.0
4951,12,56.0
4952,12,79.0
1185,12,52.0
4953,12,62.0
4954,12,63.0
4956,12,83.0
4958,12,70.0
4959,12,78.0
4960,12,69.0
4961,12,54.0
4964,12,79.0
4965,12,74.0
4966,12,88.0
4967,12,51.0
4968,12,54.0
4969,12,91.0
4970,12,83.0
4973,12,51.0
4976,12,77.0
4979,12,81.0
4980,12,57.0
4981,12,81.0
2971,12,75.0
4988,12,68.0
4989,12,95.0
4990,12,60.0
4992,12,70.0
4995,12,62.0
4996,12,81.0
1351,12,41.0
4998,12,40.0
4999,12,73.0
5000,12,75.0
5001,12,71.0
5002,12,53.0
5003,12,64.0
1375,12,62.0
5007,12,70.0
5008,12,78.0
5009,12,48.0
5010,12,81.0
5012,12,73.0
5013,12,84.0
5015,12,90.0
5017,12,85.0
3105,12,51.0
5019,12,81.0
5020,12,75.0
5021,12,73.0
5022,12,79.0
1491,12,83.0
5024,12,73.0
5026,12,58.0
5030,12,54.0
5031,12,55.0
5033,12,71.0
5034,12,89.0
5035,12,83.0
5036,12,90.0
5037,12,61.0
5038,12,73.0
5040,12,75.0
5041,12,59.0
5042,12,86.0
5043,12,65.0
5044,12,77.0
5045,12,72.0
5046,12,79.0
5047,12,55.0
5048,12,68.0
5049,12,63.0
5051,12,60.0
5052,12,60.0
5053,12,86.0
5054,12,91.0
5055,12,62.0
5057,12,55.0
5058,12,74.0
5062,12,65.0
5064,12,71.0
1811,12,58.0
5065,12,63.0
1835,12,62.0
5067,12,64.0
5069,12,97.0
5070,12,68.0
5071,12,54.0
5072,12,78.0
5074,12,40.0
1927,12,35.0
5076,12,78.0
5077,12,65.0
5078,12,65.0
1985,12,42.0
5079,12,90.0
3248,12,70.0
5080,12,42.0
5081,12,70.0
2015,12,72.0
5083,12,85.0
5087,12,66.0
2059,12,61.0
5088,12,78.0
5089,12,76.0
5091,12,75.0
5092,12,88.0
5094,12,20.0
5095,12,50.0
5096,12,75.0
5097,12,75.0
5098,12,58.0
5099,12,68.0
2176,12,72.0
5100,12,85.0
5101,12,68.0
5103,12,91.0
5106,12,75.0
5107,12,75.0
5108,12,70.0
5109,12,70.0
5110,12,65.0
5111,12,80.0
2259,12,62.0
5112,12,91.0
2266,12,69.0
5113,12,57.0
5115,12,88.0
5116,12,81.0
5117,12,77.0
5118,12,66.0
5123,12,50.0
5124,12,59.0
5125,12,65.0
5126,12,87.0
5127,12,55.0
5128,12,79.0
5131,12,63.0
5132,12,71.0
5133,12,83.0
5136,12,73.0
5138,12,70.0
5139,12,74.0
5140,12,68.0
5142,12,30.0
5143,12,72.0
5144,12,62.0
3368,12,67.0
5146,12,83.0
5147,12,64.0
5148,12,64.0
3386,12,71.0
5150,12,63.0
5151,12,53.0
5152,12,68.0
5154,12,88.0
5156,12,68.0
5157,12,82.0
5158,12,80.0
5159,12,60.0
5160,12,69.0
5161,12,72.0
5163,12,75.0
5164,12,78.0
5165,12,84.0
5166,12,85.0
5168,12,77.0
3419,12,73.0
5169,12,50.0
5171,12,71.0
5172,12,77.0
5173,12,66.0
5174,12,81.0
5175,12,87.0
5180,12,88.0
5181,12,82.0
5182,12,47.0
5183,12,87.0
5184,12,72.0
5185,12,76.0
5186,12,57.0
5187,12,61.0
5191,12,60.0
5194,12,74.0
5196,12,52.0
5197,12,63.0
3538,12,71.0
5201,12,87.0
5204,12,59.0
5205,12,64.0
5206,12,68.0
5207,12,68.0
5208,12,83.0
3604,12,72.0
5209,12,66.0
5210,12,79.0
5211,12,95.0
5212,12,62.0
5214,12,73.0
5215,12,55.0
5218,12,79.0
5219,12,63.0
5220,12,61.0
5223,12,84.0
5224,12,72.0
5226,12,61.0
5227,12,78.0
5228,12,83.0
5233,12,85.0
5234,12,70.0
5235,12,60.0
5236,12,85.0
5237,12,83.0
5238,12,87.0
5239,12,71.0
5241,12,75.0
5242,12,50.0
5243,12,73.0
5245,12,39.0
3821,12,62.0
5247,12,64.0
5248,12,80.0
5249,12,83.0
5250,12,85.0
5251,12,75.0
3861,12,63.0
5254,12,63.0
5255,12,69.0
5257,12,70.0
5258,12,59.0
5259,12,57.0
5260,12,79.0
5261,12,80.0
5262,12,75.0
5263,12,42.0
5265,12,93.0
5266,12,67.0
3977,12,81.0
5267,12,83.0
5268,12,79.0
5270,12,67.0
5272,12,73.0
5274,12,71.0
5276,12,83.0
5278,12,70.0
5280,12,73.0
5281,12,58.0
5282,12,70.0
5283,12,95.0
5285,12,86.0
5286,12,79.0
4089,12,75.0
5287,12,93.0
5288,12,58.0
5292,12,80.0
5293,12,74.0
5294,12,64.0
5296,12,77.0
5297,12,55.0
5299,12,72.0
5300,12,76.0
5301,12,73.0
4167,12,44.0
5302,12,70.0
5304,12,63.0
5305,12,85.0
5306,12,73.0
5307,12,90.0
5310,12,59.0
5311,12,87.0
5313,12,64.0
5314,12,78.0
4247,12,75.0
5318,12,73.0
5319,12,73.0
5320,12,83.0
5324,12,40.0
5325,12,51.0
5328,12,74.0
5331,12,75.0
5332,12,74.0
5333,12,82.0
5334,12,69.0
5335,12,63.0
5340,12,81.0
5342,12,68.0
4322,12,67.0
5343,12,62.0
5345,12,72.0
5346,12,72.0
5347,12,81.0
5348,12,67.0
4359,12,72.0
5352,12,63.0
5353,12,75.0
5355,12,65.0
5356,12,59.0
5360,12,70.0
4400,12,69.0
5361,12,81.0
5362,12,84.0
5363,12,81.0
5364,12,74.0
5369,12,68.0
5372,12,75.0
5374,12,73.0
5376,12,74.0
5380,12,72.0
5381,12,85.0
5382,12,76.0
5383,12,76.0
5384,12,90.0
5385,12,75.0
5386,12,76.0
5387,12,59.0
5388,12,70.0
4441,12,5.0
5390,12,74.0
4450,12,62.0
5391,12,74.0
5392,12,93.0
5393,12,68.0
5394,12,77.0
5399,12,80.0
5400,12,70.0
5401,12,67.0
5402,12,83.0
5403,12,74.0
5404,12,61.0
5405,12,76.0
5406,12,85.0
5408,12,65.0
5409,12,79.0
5412,12,77.0
5414,12,67.0
5415,12,65.0
5416,12,71.0
5417,12,82.0
5419,12,68.0
5423,12,85.0
5425,12,87.0
5426,12,88.0
5427,12,75.0
5428,12,89.0
5429,12,74.0
5430,12,67.0
5431,12,85.0
5432,12,90.0
5433,12,90.0
5434,12,85.0
5435,12,59.0
5436,12,83.0
5437,12,51.0
5438,12,68.0
5439,12,74.0
5441,12,77.0
5442,12,62.0
5444,12,70.0
5445,12,80.0
5448,12,80.0
5449,12,56.0
5450,12,75.0
5454,12,80.0
5458,12,81.0
5459,12,79.0
5460,12,63.0
5461,12,59.0
5462,12,59.0
5466,12,64.0
5467,12,77.0
5468,12,72.0
5469,12,57.0
5470,12,86.0
5472,12,52.0
5473,12,71.0
5474,12,73.0
5475,12,76.0
5476,12,63.0
5477,12,61.0
5478,12,70.0
5481,12,63.0
5482,12,70.0
5483,12,44.0
5484,12,52.0
5485,12,59.0
5486,12,75.0
5487,12,64.0
5495,12,86.0
5496,12,64.0
5497,12,66.0
5498,12,85.0
5499,12,83.0
5504,12,65.0
5508,12,64.0
5509,12,80.0
5510,12,73.0
5511,12,63.0
5516,12,67.0
5518,12,68.0
5519,12,69.0
5522,12,54.0
5524,12,75.0
5525,12,77.0
5528,12,61.0
5529,12,70.0
5530,12,70.0
5531,12,76.0
5535,12,80.0
5537,12,84.0
5538,12,85.0
5539,12,90.0
5540,12,67.0
5541,12,89.0
5542,12,63.0
5546,12,82.0
5547,12,39.0
5550,12,93.0
5552,12,91.0
5553,12,65.0
5554,12,86.0
5556,12,30.0
5558,12,68.0
5559,12,65.0
5562,12,78.0
5563,12,87.0
5564,12,71.0
5566,12,77.0
5567,12,77.0
5568,12,39.0
5569,12,58.0
5570,12,81.0
5571,12,63.0
5572,12,75.0
5573,12,66.0
5577,12,83.0
5580,12,53.0
5581,12,62.0
5583,12,75.0
5585,12,71.0
5586,12,76.0
5589,12,70.0
5590,12,79.0
5592,12,97.0
5594,12,70.0
5596,12,66.0
5597,12,61.0
5598,12,42.0
5600,12,64.0
5601,12,83.0
5604,12,74.0
5605,12,85.0
5606,12,67.0
5607,12,85.0
5610,12,73.0
5611,12,74.0
5612,12,73.0
5613,12,82.0
5614,12,49.0
5615,12,90.0
5616,12,70.0
5618,12,65.0
5620,12,65.0
5621,12,70.0
5623,12,96.0
5624,12,50.0
5626,12,58.0
5627,12,65.0
5628,12,50.0
5629,12,65.0
5631,12,63.0
5632,12,70.0
5633,12,65.0
5634,12,72.0
5635,12,73.0
5638,12,75.0
5641,12,89.0
5643,12,75.0
5645,12,53.0
5649,12,70.0
5651,12,77.0
5652,12,61.0
5653,12,57.0
5654,12,76.0
5655,12,78.0
5657,12,76.0
5660,12,73.0
5662,12,83.0
5663,12,85.0
5665,12,75.0
5666,12,87.0
5667,12,63.0
5669,12,45.0
5670,12,84.0
5671,12,72.0
5672,12,71.0
5674,12,72.0
5675,12,68.0
5676,12,86.0
5677,12,63.0
5678,12,56.0
5680,12,47.0
5681,12,90.0
5683,12,61.0
5684,12,71.0
5685,12,77.0
5686,12,65.0
5687,12,45.0
5689,12,68.0
5690,12,73.0
5691,12,77.0
5693,12,86.0
5697,12,54.0
5701,12,15.0
