id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,node_idx
544490,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,9078
544594,M,London Region,A Level or Equivalent,90-100%,0-35,0,90,N,9079
544791,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,9080
544839,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,9081
545045,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,9082
545740,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,9083
545747,M,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,9084
546400,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,9085
546675,F,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,9086
546830,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,9087
546954,M,London Region,HE Qualification,10-20,0-35,0,30,N,9088
547287,M,South East Region,HE Qualification,80-90%,35-55,0,30,N,9089
547332,F,West Midlands Region,HE Qualification,20-30%,35-55,0,60,N,9090
547413,F,North Western Region,No Formal quals,0-10%,0-35,0,90,N,9091
547571,M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,9092
547685,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,9093
547816,F,North Western Region,Lower Than A Level,60-70%,0-35,0,210,N,9094
547986,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,9095
548261,M,East Anglian Region,Lower Than A Level,50-60%,35-55,0,120,N,9096
548383,F,London Region,HE Qualification,30-40%,0-35,0,30,N,9097
548386,M,London Region,HE Qualification,30-40%,0-35,0,60,N,9098
548509,M,London Region,HE Qualification,70-80%,35-55,0,30,N,9099
548602,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,9100
548677,M,Ireland,A Level or Equivalent,70-80%,35-55,0,60,N,9101
548764,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,9102
548854,M,North Region,Post Graduate Qualification,,35-55,0,60,N,9103
548926,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,9104
549636,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,9105
549928,M,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,9106
549951,F,North Region,A Level or Equivalent,80-90%,0-35,0,90,N,9107
550092,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,9108
550545,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,9109
550812,M,Scotland,A Level or Equivalent,90-100%,0-35,0,150,N,9110
550893,M,North Region,A Level or Equivalent,0-10%,0-35,0,90,N,9111
551115,M,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,9112
551267,F,North Region,A Level or Equivalent,,0-35,0,120,N,9113
551304,F,South West Region,Lower Than A Level,80-90%,35-55,0,90,N,9114
551478,M,South West Region,A Level or Equivalent,50-60%,55<=,0,60,N,9115
551528,M,Yorkshire Region,Lower Than A Level,,0-35,0,120,N,9116
551604,M,South Region,A Level or Equivalent,60-70%,35-55,0,30,N,9117
551856,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,9118
551902,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,9119
552166,M,West Midlands Region,Lower Than A Level,,0-35,0,60,N,9120
552234,M,South East Region,HE Qualification,30-40%,35-55,0,60,N,9121
552441,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,9122
552498,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,9123
552590,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,9124
552913,M,London Region,Lower Than A Level,20-30%,0-35,0,150,N,9125
553021,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,9126
553280,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,9127
553394,F,Yorkshire Region,HE Qualification,10-20,35-55,0,90,N,9128
553410,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,9129
553568,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,9130
553655,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,9131
553741,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,9132
554141,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,9133
554205,M,Ireland,Lower Than A Level,,0-35,0,60,N,9134
554470,M,South Region,Lower Than A Level,50-60%,0-35,0,90,N,9135
554583,M,Scotland,Lower Than A Level,50-60%,0-35,0,90,N,9136
554588,F,North Region,HE Qualification,20-30%,35-55,0,90,N,9137
554870,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,9138
554951,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,9139
555008,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,9140
555368,M,Wales,HE Qualification,0-10%,0-35,0,30,N,9141
555604,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,N,9142
555706,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,9143
555953,M,South Region,Lower Than A Level,30-40%,0-35,0,30,N,9144
556007,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,9145
556042,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,9146
556109,M,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,9147
556246,M,North Region,Lower Than A Level,,0-35,0,60,N,9148
556295,M,North Region,Lower Than A Level,,0-35,0,30,N,9149
556521,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,Y,9150
556584,M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,9151
556587,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,9152
556709,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,9153
556858,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,9154
556918,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,9155
557172,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,9156
557700,M,North Region,Post Graduate Qualification,,0-35,0,60,N,9157
557849,M,Scotland,HE Qualification,50-60%,35-55,0,90,N,9158
557995,M,London Region,HE Qualification,10-20,0-35,0,120,N,9159
558122,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,9160
558444,F,London Region,Lower Than A Level,10-20,0-35,0,180,N,9161
558471,M,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,9162
558518,M,South Region,HE Qualification,90-100%,0-35,0,30,N,9163
558616,M,North Region,Lower Than A Level,60-70%,0-35,0,30,N,9164
558806,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,9165
558914,F,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,9166
559157,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,9167
559469,F,North Region,Lower Than A Level,,0-35,0,30,N,9168
559706,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,9169
559770,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,9170
559912,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,9171
559977,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,9172
560114,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,Y,9173
560311,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,9174
560494,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,Y,9175
560784,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,9176
560951,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,9177
561363,M,Scotland,Post Graduate Qualification,80-90%,35-55,0,60,N,9178
561559,M,South Region,HE Qualification,40-50%,35-55,0,60,N,9179
561774,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,9180
561823,M,South East Region,A Level or Equivalent,10-20,0-35,0,120,N,9181
562450,F,South Region,A Level or Equivalent,10-20,0-35,0,120,N,9182
562585,F,South East Region,No Formal quals,60-70%,0-35,0,90,N,9183
562825,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,9184
563046,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,9185
563556,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,9186
563631,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,9187
563819,M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,Y,9188
563967,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,9189
564325,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,Y,9190
564444,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,9191
564700,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,9192
564841,F,South Region,HE Qualification,90-100%,35-55,0,60,N,9193
565275,M,South Region,A Level or Equivalent,40-50%,0-35,0,150,N,9194
565399,M,London Region,HE Qualification,0-10%,0-35,0,30,N,9195
565838,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,9196
565883,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,9197
566185,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,120,N,9198
566310,M,Scotland,A Level or Equivalent,10-20,35-55,0,60,N,9199
566428,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,9200
566664,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,9201
566670,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,9202
566704,F,Wales,HE Qualification,20-30%,35-55,0,90,N,9203
566715,F,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,9204
566871,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,9205
566872,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,9206
568047,F,London Region,HE Qualification,50-60%,35-55,0,60,N,9207
568084,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,9208
569080,M,London Region,A Level or Equivalent,10-20,0-35,0,30,N,9209
569108,M,South East Region,A Level or Equivalent,70-80%,0-35,0,30,Y,9210
569342,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,9211
569609,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,9212
569712,M,South Region,Lower Than A Level,50-60%,35-55,0,120,Y,9213
569928,M,South East Region,A Level or Equivalent,80-90%,0-35,0,150,N,9214
570113,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,9215
570377,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,9216
570410,F,East Anglian Region,No Formal quals,30-40%,0-35,0,60,N,9217
570488,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,9218
570514,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,9219
570872,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,Y,9220
570967,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,9221
571025,M,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,9222
571128,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,9223
571129,M,Scotland,HE Qualification,90-100%,35-55,0,30,Y,9224
571233,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,9225
571276,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,9226
571365,F,North Region,A Level or Equivalent,40-50%,35-55,0,60,N,9227
571389,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,9228
571571,F,East Anglian Region,HE Qualification,20-30%,0-35,0,90,N,9229
571595,M,Scotland,Lower Than A Level,70-80%,0-35,0,90,N,9230
571702,M,North Western Region,Lower Than A Level,50-60%,35-55,0,90,N,9231
571776,M,North Region,A Level or Equivalent,,0-35,0,120,N,9232
571992,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,9233
572036,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,9234
572154,M,Scotland,HE Qualification,40-50%,0-35,0,150,N,9235
572241,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,9236
572279,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,9237
572303,M,Scotland,HE Qualification,90-100%,0-35,0,90,N,9238
572382,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,9239
572401,M,South East Region,Lower Than A Level,80-90%,0-35,0,90,N,9240
572438,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,9241
572570,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,9242
572854,F,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,9243
572891,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,9244
572909,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,9245
573153,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,90,N,9246
573166,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,9247
573197,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,9248
573377,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,9249
573440,M,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,9250
573462,F,Wales,HE Qualification,10-20,35-55,0,60,N,9251
573558,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,9252
573662,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,9253
573665,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,9254
573696,M,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,9255
573697,F,South Region,HE Qualification,70-80%,0-35,0,180,N,9256
573701,M,Scotland,Lower Than A Level,60-70%,0-35,0,150,N,9257
574221,M,London Region,HE Qualification,60-70%,0-35,0,30,N,9258
574283,M,South Region,A Level or Equivalent,20-30%,35-55,0,120,N,9259
574523,M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,N,9260
574529,F,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,9261
574551,M,Scotland,A Level or Equivalent,40-50%,0-35,0,90,N,9262
574564,M,London Region,HE Qualification,10-20,0-35,0,90,N,9263
574580,F,North Region,Lower Than A Level,0-10%,0-35,0,150,Y,9264
574663,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,240,N,9265
574817,F,Ireland,A Level or Equivalent,,0-35,0,90,N,9266
574830,F,Scotland,Lower Than A Level,90-100%,0-35,0,90,N,9267
575166,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,9268
575287,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,120,N,9269
575419,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,9270
575545,M,Scotland,HE Qualification,0-10%,0-35,0,60,N,9271
575703,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,9272
575733,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,9273
575745,F,North Region,HE Qualification,,35-55,0,130,N,9274
575824,F,Wales,A Level or Equivalent,80-90%,0-35,0,90,N,9275
575967,M,Wales,A Level or Equivalent,40-50%,0-35,0,150,N,9276
576191,M,Scotland,HE Qualification,10-20,0-35,0,120,N,9277
576383,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,9278
576413,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,9279
576475,F,North Region,A Level or Equivalent,0-10%,35-55,0,120,N,9280
576516,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,9281
576780,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,9282
576782,M,North Western Region,HE Qualification,30-40%,0-35,0,90,N,9283
577035,M,South Region,HE Qualification,90-100%,35-55,0,90,N,9284
577236,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,9285
577245,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,9286
577273,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,9287
577352,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,9288
577414,M,Scotland,HE Qualification,0-10%,0-35,0,120,N,9289
577427,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,9290
577502,F,Wales,A Level or Equivalent,20-30%,0-35,0,90,N,9291
577603,M,North Region,Lower Than A Level,10-20,0-35,0,120,N,9292
577686,M,North Region,A Level or Equivalent,,0-35,0,60,N,9293
577688,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,9294
578034,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,9295
578189,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,9296
578450,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,120,N,9297
578541,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,9298
578655,F,Ireland,A Level or Equivalent,60-70%,0-35,0,150,N,9299
578823,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,9300
578850,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,9301
578958,M,Wales,Lower Than A Level,20-30%,35-55,0,135,N,9302
579027,M,Scotland,HE Qualification,40-50%,0-35,0,90,N,9303
579321,M,South East Region,Lower Than A Level,20-30%,0-35,0,180,N,9304
579340,M,South Region,Lower Than A Level,60-70%,0-35,0,90,N,9305
579343,M,West Midlands Region,HE Qualification,40-50%,0-35,0,60,N,9306
579372,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,150,N,9307
579550,M,Wales,A Level or Equivalent,20-30%,0-35,0,120,Y,9308
580477,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,Y,9309
580511,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,9310
580525,M,North Region,HE Qualification,,0-35,0,60,N,9311
580689,M,Scotland,HE Qualification,20-30%,35-55,0,90,Y,9312
580722,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,9313
580768,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,9314
580779,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,9315
581123,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,150,N,9316
581328,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,9317
581611,F,London Region,HE Qualification,50-60%,35-55,0,90,N,9318
581614,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,9319
581744,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,9320
581745,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,9321
582087,M,Scotland,Lower Than A Level,40-50%,0-35,0,90,N,9322
582108,M,London Region,A Level or Equivalent,10-20,0-35,0,90,N,9323
582723,M,North Region,Lower Than A Level,10-20,35-55,0,60,N,9324
582827,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,9325
582879,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,90,N,9326
582950,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,9327
583032,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,9328
583051,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,180,N,9329
583052,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,9330
583192,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,9331
583238,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,9332
583906,M,London Region,A Level or Equivalent,30-40%,0-35,0,30,N,9333
584077,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,150,N,9334
584191,M,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,9335
584305,M,Scotland,A Level or Equivalent,40-50%,0-35,0,150,N,9336
584446,F,Ireland,HE Qualification,,0-35,0,120,N,9337
584468,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,N,9338
584586,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,Y,9339
584749,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,180,N,9340
584756,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,9341
584771,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,9342
584913,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,9343
584940,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,9344
585011,M,Scotland,HE Qualification,80-90%,0-35,0,120,N,9345
585057,M,North Region,HE Qualification,,0-35,0,90,N,9346
585093,M,North Region,Post Graduate Qualification,,35-55,0,90,N,9347
585383,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,9348
585393,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,9349
585397,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,9350
585433,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,9351
585455,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,9352
585464,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,9353
585681,M,Yorkshire Region,HE Qualification,90-100%,0-35,0,60,N,9354
585695,M,South West Region,A Level or Equivalent,60-70%,0-35,0,90,Y,9355
585709,F,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,9356
585769,F,Scotland,Post Graduate Qualification,50-60%,0-35,0,90,N,9357
585900,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,9358
586060,M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,9359
586132,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,9360
586436,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,Y,9361
586473,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,9362
586476,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,9363
586526,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,9364
586716,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,9365
586921,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,9366
586962,M,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,9367
587122,M,Scotland,Lower Than A Level,60-70%,35-55,0,90,N,9368
587179,F,West Midlands Region,HE Qualification,10-20,0-35,0,120,N,9369
587585,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,9370
587621,F,London Region,Lower Than A Level,70-80%,35-55,0,90,N,9371
587783,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,9372
587884,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,9373
587906,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,9374
587911,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,9375
588059,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,90,Y,9376
588125,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,9377
588175,F,London Region,Lower Than A Level,20-30%,0-35,0,240,N,9378
588219,M,South East Region,Lower Than A Level,50-60%,0-35,0,90,N,9379
588274,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,120,N,9380
588402,M,Wales,Lower Than A Level,60-70%,35-55,0,60,N,9381
588430,M,North Region,Lower Than A Level,60-70%,0-35,0,90,N,9382
588460,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,90,N,9383
588464,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,9384
588473,M,East Anglian Region,HE Qualification,20-30%,0-35,0,30,N,9385
588524,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,9386
588590,F,Scotland,HE Qualification,20-30%,0-35,0,30,Y,9387
588676,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,9388
588694,M,North Region,Lower Than A Level,70-80%,0-35,0,60,N,9389
588707,F,Wales,A Level or Equivalent,60-70%,0-35,0,150,N,9390
588710,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,9391
588846,M,North Western Region,HE Qualification,90-100%,0-35,0,60,N,9392
588956,M,South East Region,HE Qualification,70-80%,0-35,0,120,N,9393
589018,M,Scotland,Lower Than A Level,20-30%,0-35,0,120,N,9394
589023,M,North Region,A Level or Equivalent,,0-35,0,60,N,9395
589108,M,South East Region,Lower Than A Level,20-30%,0-35,0,90,Y,9396
589327,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,9397
589390,F,South West Region,Lower Than A Level,30-40%,0-35,0,90,N,9398
589517,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,9399
589525,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,Y,9400
589722,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,9401
589894,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,9402
590072,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,9403
590626,M,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,9404
590699,M,East Anglian Region,HE Qualification,80-90%,35-55,0,120,N,9405
590744,F,Scotland,HE Qualification,10-20,0-35,0,60,N,9406
590762,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,9407
590877,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,9408
590881,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,9409
590914,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,9410
590961,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,9411
590974,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,9412
591375,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,9413
591388,M,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,9414
591566,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,9415
591619,F,South West Region,HE Qualification,90-100%,0-35,0,60,N,9416
591655,M,North Region,Lower Than A Level,70-80%,0-35,0,90,N,9417
591719,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,9418
591738,M,Ireland,A Level or Equivalent,90-100%,0-35,0,150,N,9419
591958,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,9420
592007,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,9421
592051,M,Scotland,HE Qualification,50-60%,35-55,0,120,Y,9422
592093,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,9423
592151,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,9424
592158,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,9425
592259,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,150,N,9426
592284,F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,Y,9427
592407,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,9428
592429,M,North Region,HE Qualification,,0-35,0,60,N,9429
592437,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,120,N,9430
592609,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,9431
592684,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,9432
592775,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,30,N,9433
592776,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,9434
592842,M,Scotland,HE Qualification,30-40%,0-35,0,120,N,9435
592876,M,Scotland,HE Qualification,10-20,0-35,0,90,N,9436
592939,M,Scotland,HE Qualification,0-10%,0-35,0,240,N,9437
592961,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,9438
592976,M,West Midlands Region,HE Qualification,60-70%,35-55,0,60,N,9439
593071,M,Scotland,A Level or Equivalent,90-100%,35-55,0,90,N,9440
593103,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,9441
593123,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,9442
593305,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,9443
593787,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,9444
593823,M,East Anglian Region,HE Qualification,60-70%,35-55,0,90,N,9445
593972,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,9446
593995,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,9447
594044,M,Wales,HE Qualification,80-90%,0-35,0,90,N,9448
