id_student,code_module,code_presentation,final_result,target
552056,BBB,2013B,Withdrawn,1
552069,BBB,2013B,Withdrawn,1
552110,BBB,2013B,Fail,1
552135,BBB,2013B,Fail,1
552222,BBB,2013B,Withdrawn,1
552273,BBB,2013B,Pass,0
552420,BBB,2013B,Withdrawn,1
552535,BBB,2013B,Pass,0
552640,BBB,2013B,Withdrawn,1
552667,BBB,2013B,Pass,0
552701,BBB,2013B,Pass,0
552718,BBB,2013B,Fail,1
552719,BBB,2013B,Withdrawn,1
552749,BBB,2013B,Fail,1
552822,BBB,2013B,Pass,0
552826,BBB,2013B,Pass,0
552859,BBB,2013B,Pass,0
552894,BBB,2013B,Pass,0
552902,BBB,2013B,Pass,0
552914,BBB,2013B,Fail,1
552929,BBB,2013B,Pass,0
552939,BBB,2013B,Withdrawn,1
552991,BBB,2013B,Pass,0
553047,BBB,2013B,Pass,0
553125,BBB,2013B,Distinction,0
553320,BBB,2013B,Fail,1
553321,BBB,2013B,Distinction,0
553442,BBB,2013B,Pass,0
553443,BBB,2013B,Fail,1
553462,BBB,2013B,Pass,0
553487,BBB,2013B,Distinction,0
553490,BBB,2013B,Fail,1
553502,BBB,2013B,Pass,0
553508,BBB,2013B,Pass,0
553520,BBB,2013B,Withdrawn,1
553526,BBB,2013B,Withdrawn,1
553572,BBB,2013B,Pass,0
553716,BBB,2013B,Pass,0
553729,BBB,2013B,Fail,1
553755,BBB,2013B,Fail,1
553763,BBB,2013B,Fail,1
553800,BBB,2013B,Fail,1
553807,BBB,2013B,Withdrawn,1
553840,BBB,2013B,Distinction,0
553938,BBB,2013B,Withdrawn,1
554068,BBB,2013B,Fail,1
554083,BBB,2013B,Pass,0
554139,BBB,2013B,Fail,1
554203,BBB,2013B,Withdrawn,1
554206,BBB,2013B,Pass,0
554226,BBB,2013B,Pass,0
554249,BBB,2013B,Withdrawn,1
554290,BBB,2013B,Withdrawn,1
554294,BBB,2013B,Fail,1
554336,BBB,2013B,Pass,0
554344,BBB,2013B,Distinction,0
554352,BBB,2013B,Pass,0
554362,BBB,2013B,Withdrawn,1
554374,BBB,2013B,Distinction,0
554393,BBB,2013B,Fail,1
554454,BBB,2013B,Withdrawn,1
554482,BBB,2013B,Withdrawn,1
554512,BBB,2013B,Withdrawn,1
554545,BBB,2013B,Withdrawn,1
554551,BBB,2013B,Fail,1
554608,BBB,2013B,Pass,0
554637,BBB,2013B,Withdrawn,1
554783,BBB,2013B,Withdrawn,1
554795,BBB,2013B,Distinction,0
554818,BBB,2013B,Withdrawn,1
554830,BBB,2013B,Fail,1
554894,BBB,2013B,Pass,0
554898,BBB,2013B,Fail,1
554920,BBB,2013B,Withdrawn,1
554930,BBB,2013B,Withdrawn,1
554986,BBB,2013B,Fail,1
554998,BBB,2013B,Pass,0
555035,BBB,2013B,Withdrawn,1
555059,BBB,2013B,Distinction,0
555086,BBB,2013B,Pass,0
555102,BBB,2013B,Pass,0
555157,BBB,2013B,Fail,1
555212,BBB,2013B,Withdrawn,1
555263,BBB,2013B,Pass,0
555309,BBB,2013B,Pass,0
555338,BBB,2013B,Withdrawn,1
555407,BBB,2013B,Fail,1
555414,BBB,2013B,Pass,0
555552,BBB,2013B,Withdrawn,1
555627,BBB,2013B,Fail,1
555667,BBB,2013B,Distinction,0
555670,BBB,2013B,Pass,0
555672,BBB,2013B,Pass,0
555673,BBB,2013B,Fail,1
555674,BBB,2013B,Distinction,0
555675,BBB,2013B,Distinction,0
555695,BBB,2013B,Pass,0
555707,BBB,2013B,Withdrawn,1
555747,BBB,2013B,Pass,0
555837,BBB,2013B,Withdrawn,1
555838,BBB,2013B,Pass,0
555880,BBB,2013B,Fail,1
555902,BBB,2013B,Fail,1
555909,BBB,2013B,Withdrawn,1
555930,BBB,2013B,Fail,1
555935,BBB,2013B,Withdrawn,1
555946,BBB,2013B,Fail,1
555995,BBB,2013B,Withdrawn,1
556077,BBB,2013B,Withdrawn,1
556138,BBB,2013B,Withdrawn,1
556224,BBB,2013B,Fail,1
556284,BBB,2013B,Pass,0
556292,BBB,2013B,Distinction,0
556301,BBB,2013B,Pass,0
556318,BBB,2013B,Fail,1
556349,BBB,2013B,Pass,0
556481,BBB,2013B,Withdrawn,1
556502,BBB,2013B,Pass,0
556553,BBB,2013B,Pass,0
556568,BBB,2013B,Withdrawn,1
556585,BBB,2013B,Withdrawn,1
556605,BBB,2013B,Pass,0
556648,BBB,2013B,Fail,1
556692,BBB,2013B,Withdrawn,1
556840,BBB,2013B,Withdrawn,1
556860,BBB,2013B,Fail,1
556863,BBB,2013B,Withdrawn,1
556865,BBB,2013B,Pass,0
556871,BBB,2013B,Distinction,0
556876,BBB,2013B,Distinction,0
556877,BBB,2013B,Withdrawn,1
556878,BBB,2013B,Pass,0
556882,BBB,2013B,Withdrawn,1
556883,BBB,2013B,Pass,0
556887,BBB,2013B,Pass,0
556892,BBB,2013B,Pass,0
556898,BBB,2013B,Pass,0
556929,BBB,2013B,Withdrawn,1
556959,BBB,2013B,Pass,0
556986,BBB,2013B,Withdrawn,1
556987,BBB,2013B,Fail,1
556988,BBB,2013B,Withdrawn,1
556990,BBB,2013B,Pass,0
556992,BBB,2013B,Pass,0
556997,BBB,2013B,Pass,0
556999,BBB,2013B,Pass,0
557006,BBB,2013B,Pass,0
557024,BBB,2013B,Pass,0
557032,BBB,2013B,Distinction,0
557057,BBB,2013B,Pass,0
557060,BBB,2013B,Pass,0
557145,BBB,2013B,Fail,1
557155,BBB,2013B,Withdrawn,1
557170,BBB,2013B,Withdrawn,1
557220,BBB,2013B,Pass,0
557285,BBB,2013B,Pass,0
557308,BBB,2013B,Fail,1
557325,BBB,2013B,Distinction,0
557338,BBB,2013B,Withdrawn,1
557351,BBB,2013B,Fail,1
557451,BBB,2013B,Fail,1
557528,BBB,2013B,Pass,0
557594,BBB,2013B,Pass,0
557622,BBB,2013B,Distinction,0
557709,BBB,2013B,Withdrawn,1
557729,BBB,2013B,Withdrawn,1
557758,BBB,2013B,Pass,0
557775,BBB,2013B,Pass,0
557803,BBB,2013B,Fail,1
557827,BBB,2013B,Fail,1
557865,BBB,2013B,Fail,1
557935,BBB,2013B,Fail,1
557938,BBB,2013B,Withdrawn,1
557968,BBB,2013B,Distinction,0
557979,BBB,2013B,Pass,0
557997,BBB,2013B,Withdrawn,1
558024,BBB,2013B,Pass,0
558040,BBB,2013B,Pass,0
558042,BBB,2013B,Distinction,0
558066,BBB,2013B,Distinction,0
558068,BBB,2013B,Pass,0
558075,BBB,2013B,Pass,0
558092,BBB,2013B,Fail,1
558099,BBB,2013B,Distinction,0
558113,BBB,2013B,Pass,0
558114,BBB,2013B,Fail,1
558146,BBB,2013B,Withdrawn,1
558163,BBB,2013B,Withdrawn,1
558168,BBB,2013B,Pass,0
558212,BBB,2013B,Withdrawn,1
558231,BBB,2013B,Withdrawn,1
558247,BBB,2013B,Fail,1
558250,BBB,2013B,Pass,0
558324,BBB,2013B,Withdrawn,1
558326,BBB,2013B,Withdrawn,1
558373,BBB,2013B,Distinction,0
558395,BBB,2013B,Withdrawn,1
558435,BBB,2013B,Distinction,0
558602,BBB,2013B,Fail,1
558622,BBB,2013B,Pass,0
558654,BBB,2013B,Withdrawn,1
558662,BBB,2013B,Fail,1
558689,BBB,2013B,Pass,0
558701,BBB,2013B,Withdrawn,1
558703,BBB,2013B,Pass,0
558747,BBB,2013B,Pass,0
558769,BBB,2013B,Fail,1
558809,BBB,2013B,Fail,1
558820,BBB,2013B,Fail,1
558903,BBB,2013B,Fail,1
558955,BBB,2013B,Fail,1
558965,BBB,2013B,Pass,0
558974,BBB,2013B,Withdrawn,1
559011,BBB,2013B,Withdrawn,1
559031,BBB,2013B,Pass,0
559173,BBB,2013B,Fail,1
559180,BBB,2013B,Pass,0
559227,BBB,2013B,Withdrawn,1
559253,BBB,2013B,Pass,0
559291,BBB,2013B,Withdrawn,1
559350,BBB,2013B,Pass,0
559389,BBB,2013B,Pass,0
559425,BBB,2013B,Withdrawn,1
559452,BBB,2013B,Distinction,0
559458,BBB,2013B,Pass,0
559475,BBB,2013B,Pass,0
559495,BBB,2013B,Distinction,0
559595,BBB,2013B,Pass,0
559603,BBB,2013B,Pass,0
559606,BBB,2013B,Pass,0
559608,BBB,2013B,Pass,0
559610,BBB,2013B,Fail,1
559611,BBB,2013B,Pass,0
559651,BBB,2013B,Pass,0
559697,BBB,2013B,Withdrawn,1
559744,BBB,2013B,Pass,0
559808,BBB,2013B,Fail,1
559989,BBB,2013B,Fail,1
560005,BBB,2013B,Withdrawn,1
560012,BBB,2013B,Fail,1
560075,BBB,2013B,Pass,0
560102,BBB,2013B,Withdrawn,1
560117,BBB,2013B,Withdrawn,1
560160,BBB,2013B,Fail,1
560161,BBB,2013B,Withdrawn,1
560170,BBB,2013B,Pass,0
560185,BBB,2013B,Withdrawn,1
560208,BBB,2013B,Fail,1
560319,BBB,2013B,Pass,0
560335,BBB,2013B,Withdrawn,1
560455,BBB,2013B,Pass,0
560458,BBB,2013B,Withdrawn,1
560468,BBB,2013B,Pass,0
560891,BBB,2013B,Fail,1
560968,BBB,2013B,Distinction,0
560970,BBB,2013B,Pass,0
561138,BBB,2013B,Pass,0
561161,BBB,2013B,Distinction,0
561164,BBB,2013B,Distinction,0
561166,BBB,2013B,Distinction,0
561167,BBB,2013B,Pass,0
561343,BBB,2013B,Pass,0
561366,BBB,2013B,Withdrawn,1
561437,BBB,2013B,Pass,0
561444,BBB,2013B,Pass,0
561445,BBB,2013B,Pass,0
561448,BBB,2013B,Pass,0
561452,BBB,2013B,Distinction,0
561455,BBB,2013B,Pass,0
561458,BBB,2013B,Pass,0
561459,BBB,2013B,Distinction,0
561461,BBB,2013B,Pass,0
561711,BBB,2013B,Fail,1
561713,BBB,2013B,Pass,0
561715,BBB,2013B,Fail,1
561716,BBB,2013B,Pass,0
561718,BBB,2013B,Fail,1
562146,BBB,2013B,Withdrawn,1
562465,BBB,2013B,Pass,0
562483,BBB,2013B,Fail,1
562489,BBB,2013B,Distinction,0
562494,BBB,2013B,Withdrawn,1
562495,BBB,2013B,Fail,1
563157,BBB,2013B,Withdrawn,1
563330,BBB,2013B,Pass,0
563363,BBB,2013B,Pass,0
563874,BBB,2013B,Distinction,0
563877,BBB,2013B,Pass,0
563878,BBB,2013B,Pass,0
563879,BBB,2013B,Pass,0
565870,BBB,2013B,Fail,1
630346,BBB,2013B,Fail,1
1008675,BBB,2013B,Pass,0
1098728,BBB,2013B,Fail,1
1413989,BBB,2013B,Withdrawn,1
1436591,BBB,2013B,Distinction,0
1480800,BBB,2013B,Pass,0
1493476,BBB,2013B,Pass,0
1521540,BBB,2013B,Distinction,0
1536591,BBB,2013B,Withdrawn,1
1574398,BBB,2013B,Distinction,0
1659662,BBB,2013B,Pass,0
1678401,BBB,2013B,Pass,0
1721462,BBB,2013B,Pass,0
1728437,BBB,2013B,Pass,0
1730702,BBB,2013B,Withdrawn,1
1747892,BBB,2013B,Distinction,0
1753965,BBB,2013B,Pass,0
1770733,BBB,2013B,Pass,0
1771053,BBB,2013B,Withdrawn,1
1776925,BBB,2013B,Fail,1
1789199,BBB,2013B,Pass,0
1797614,BBB,2013B,Distinction,0
1847146,BBB,2013B,Pass,0
1858523,BBB,2013B,Withdrawn,1
1903527,BBB,2013B,Distinction,0
1904710,BBB,2013B,Withdrawn,1
1912438,BBB,2013B,Pass,0
1923618,BBB,2013B,Distinction,0
1930254,BBB,2013B,Fail,1
1930367,BBB,2013B,Distinction,0
1937864,BBB,2013B,Pass,0
1971393,BBB,2013B,Pass,0
1993672,BBB,2013B,Withdrawn,1
1996746,BBB,2013B,Withdrawn,1
1997796,BBB,2013B,Distinction,0
2019837,BBB,2013B,Withdrawn,1
2023366,BBB,2013B,Pass,0
2034350,BBB,2013B,Withdrawn,1
2035022,BBB,2013B,Pass,0
2076177,BBB,2013B,Withdrawn,1
2092834,BBB,2013B,Pass,0
2097916,BBB,2013B,Distinction,0
2132811,BBB,2013B,Pass,0
2173572,BBB,2013B,Pass,0
2205383,BBB,2013B,Fail,1
2210318,BBB,2013B,Distinction,0
2216178,BBB,2013B,Fail,1
2231614,BBB,2013B,Distinction,0
2236738,BBB,2013B,Distinction,0
2243551,BBB,2013B,Fail,1
2244724,BBB,2013B,Fail,1
2249372,BBB,2013B,Pass,0
2254619,BBB,2013B,Pass,0
2265234,BBB,2013B,Withdrawn,1
2269480,BBB,2013B,Distinction,0
2273828,BBB,2013B,Withdrawn,1
2279538,BBB,2013B,Fail,1
2280038,BBB,2013B,Fail,1
2287671,BBB,2013B,Withdrawn,1
2288607,BBB,2013B,Distinction,0
2290090,BBB,2013B,Pass,0
2291598,BBB,2013B,Pass,0
2293443,BBB,2013B,Distinction,0
2296749,BBB,2013B,Pass,0
2300911,BBB,2013B,Withdrawn,1
2301111,BBB,2013B,Withdrawn,1
2302925,BBB,2013B,Withdrawn,1
2303034,BBB,2013B,Fail,1
2303848,BBB,2013B,Withdrawn,1
2308528,BBB,2013B,Pass,0
2322046,BBB,2013B,Withdrawn,1
2322342,BBB,2013B,Distinction,0
2327072,BBB,2013B,Pass,0
2336550,BBB,2013B,Pass,0
2340190,BBB,2013B,Fail,1
2366070,BBB,2013B,Withdrawn,1
2375144,BBB,2013B,Withdrawn,1
2376628,BBB,2013B,Pass,0
2377567,BBB,2013B,Distinction,0
2380539,BBB,2013B,Pass,0
2384819,BBB,2013B,Distinction,0
2394212,BBB,2013B,Withdrawn,1
2395222,BBB,2013B,Fail,1
2399361,BBB,2013B,Withdrawn,1
2415962,BBB,2013B,Withdrawn,1
2418877,BBB,2013B,Withdrawn,1
2422639,BBB,2013B,Withdrawn,1
2423078,BBB,2013B,Withdrawn,1
2425333,BBB,2013B,Fail,1
2425726,BBB,2013B,Withdrawn,1
2439201,BBB,2013B,Pass,0
2442685,BBB,2013B,Pass,0
2444088,BBB,2013B,Distinction,0
2444102,BBB,2013B,Withdrawn,1
2444703,BBB,2013B,Fail,1
2445088,BBB,2013B,Withdrawn,1
2445949,BBB,2013B,Fail,1
2446144,BBB,2013B,Pass,0
2458984,BBB,2013B,Pass,0
2464963,BBB,2013B,Pass,0
2466123,BBB,2013B,Withdrawn,1
2470672,BBB,2013B,Fail,1
2474493,BBB,2013B,Pass,0
2475034,BBB,2013B,Withdrawn,1
2475780,BBB,2013B,Pass,0
2476649,BBB,2013B,Pass,0
2480865,BBB,2013B,Withdrawn,1
2481224,BBB,2013B,Pass,0
2481765,BBB,2013B,Pass,0
2483179,BBB,2013B,Distinction,0
2483568,BBB,2013B,Pass,0
2487541,BBB,2013B,Distinction,0
2498182,BBB,2013B,Fail,1
2498299,BBB,2013B,Distinction,0
2512392,BBB,2013B,Withdrawn,1
2517864,BBB,2013B,Pass,0
2518653,BBB,2013B,Distinction,0
2521745,BBB,2013B,Fail,1
2522093,BBB,2013B,Distinction,0
2524127,BBB,2013B,Pass,0
2528352,BBB,2013B,Withdrawn,1
2528966,BBB,2013B,Pass,0
2531031,BBB,2013B,Pass,0
2534033,BBB,2013B,Withdrawn,1
2535788,BBB,2013B,Fail,1
2540362,BBB,2013B,Fail,1
2540746,BBB,2013B,Withdrawn,1
2541120,BBB,2013B,Distinction,0
2553749,BBB,2013B,Withdrawn,1
2560219,BBB,2013B,Fail,1
2568958,BBB,2013B,Fail,1
2569163,BBB,2013B,Distinction,0
2570633,BBB,2013B,Withdrawn,1
2571447,BBB,2013B,Fail,1
2572118,BBB,2013B,Fail,1
2575914,BBB,2013B,Withdrawn,1
2578041,BBB,2013B,Withdrawn,1
2578567,BBB,2013B,Fail,1
2579459,BBB,2013B,Distinction,0
2580439,BBB,2013B,Pass,0
2581528,BBB,2013B,Pass,0
2587260,BBB,2013B,Withdrawn,1
2591421,BBB,2013B,Withdrawn,1
2597027,BBB,2013B,Withdrawn,1
2598220,BBB,2013B,Fail,1
2602809,BBB,2013B,Pass,0
2608235,BBB,2013B,Pass,0
2608453,BBB,2013B,Fail,1
2612483,BBB,2013B,Distinction,0
2616787,BBB,2013B,Pass,0
2617596,BBB,2013B,Distinction,0
2617650,BBB,2013B,Withdrawn,1
2617999,BBB,2013B,Pass,0
2620178,BBB,2013B,Distinction,0
2622465,BBB,2013B,Pass,0
2626410,BBB,2013B,Withdrawn,1
2635505,BBB,2013B,Pass,0
2635829,BBB,2013B,Distinction,0
2639611,BBB,2013B,Pass,0
2641393,BBB,2013B,Pass,0
2642029,BBB,2013B,Distinction,0
2645061,BBB,2013B,Pass,0
2649947,BBB,2013B,Pass,0
2654302,BBB,2013B,Pass,0
2654411,BBB,2013B,Fail,1
2664301,BBB,2013B,Fail,1
2680770,BBB,2013B,Withdrawn,1
2685831,BBB,2013B,Pass,0
2692381,BBB,2013B,Withdrawn,1
2692384,BBB,2013B,Pass,0
2693974,BBB,2013B,Withdrawn,1
23632,BBB,2013J,Withdrawn,1
23798,BBB,2013J,Distinction,0
25629,BBB,2013J,Withdrawn,1
26677,BBB,2013J,Withdrawn,1
27457,BBB,2013J,Withdrawn,1
27759,BBB,2013J,Fail,1
30091,BBB,2013J,Pass,0
31014,BBB,2013J,Withdrawn,1
31849,BBB,2013J,Pass,0
37622,BBB,2013J,Pass,0
38234,BBB,2013J,Fail,1
47855,BBB,2013J,Withdrawn,1
48040,BBB,2013J,Pass,0
48503,BBB,2013J,Pass,0
51301,BBB,2013J,Withdrawn,1
52797,BBB,2013J,Pass,0
52899,BBB,2013J,Pass,0
53360,BBB,2013J,Withdrawn,1
54388,BBB,2013J,Withdrawn,1
55026,BBB,2013J,Pass,0
56340,BBB,2013J,Fail,1
56789,BBB,2013J,Pass,0
57079,BBB,2013J,Fail,1
57369,BBB,2013J,Withdrawn,1
61118,BBB,2013J,Withdrawn,1
63044,BBB,2013J,Fail,1
64246,BBB,2013J,Withdrawn,1
65807,BBB,2013J,Withdrawn,1
67863,BBB,2013J,Withdrawn,1
68556,BBB,2013J,Fail,1
69843,BBB,2013J,Withdrawn,1
72057,BBB,2013J,Withdrawn,1
73489,BBB,2013J,Pass,0
74169,BBB,2013J,Withdrawn,1
74585,BBB,2013J,Distinction,0
78255,BBB,2013J,Withdrawn,1
80717,BBB,2013J,Distinction,0
84812,BBB,2013J,Pass,0
86291,BBB,2013J,Fail,1
90243,BBB,2013J,Pass,0
96475,BBB,2013J,Pass,0
97567,BBB,2013J,Pass,0
98268,BBB,2013J,Pass,0
98720,BBB,2013J,Pass,0
100282,BBB,2013J,Withdrawn,1
105527,BBB,2013J,Pass,0
105851,BBB,2013J,Pass,0
105883,BBB,2013J,Pass,0
106588,BBB,2013J,Distinction,0
108118,BBB,2013J,Pass,0
108760,BBB,2013J,Fail,1
109372,BBB,2013J,Pass,0
109782,BBB,2013J,Withdrawn,1
111942,BBB,2013J,Pass,0
119898,BBB,2013J,Pass,0
123716,BBB,2013J,Pass,0
124909,BBB,2013J,Pass,0
125874,BBB,2013J,Withdrawn,1
128386,BBB,2013J,Fail,1
128889,BBB,2013J,Pass,0
131051,BBB,2013J,Pass,0
132626,BBB,2013J,Withdrawn,1
133269,BBB,2013J,Withdrawn,1
134563,BBB,2013J,Pass,0
138289,BBB,2013J,Fail,1
138920,BBB,2013J,Fail,1
139549,BBB,2013J,Pass,0
141949,BBB,2013J,Pass,0
146165,BBB,2013J,Pass,0
146600,BBB,2013J,Pass,0
151800,BBB,2013J,Fail,1
151917,BBB,2013J,Fail,1
152867,BBB,2013J,Withdrawn,1
153704,BBB,2013J,Fail,1
154011,BBB,2013J,Pass,0
154570,BBB,2013J,Withdrawn,1
156311,BBB,2013J,Pass,0
156788,BBB,2013J,Withdrawn,1
157060,BBB,2013J,Pass,0
157795,BBB,2013J,Pass,0
161491,BBB,2013J,Distinction,0
162646,BBB,2013J,Fail,1
165823,BBB,2013J,Withdrawn,1
169213,BBB,2013J,Pass,0
174222,BBB,2013J,Pass,0
174440,BBB,2013J,Fail,1
174487,BBB,2013J,Pass,0
178738,BBB,2013J,Fail,1
178963,BBB,2013J,Pass,0
179254,BBB,2013J,Fail,1
182661,BBB,2013J,Pass,0
184236,BBB,2013J,Withdrawn,1
184897,BBB,2013J,Withdrawn,1
185597,BBB,2013J,Withdrawn,1
188026,BBB,2013J,Fail,1
189095,BBB,2013J,Fail,1
191269,BBB,2013J,Pass,0
193215,BBB,2013J,Fail,1
195096,BBB,2013J,Pass,0
195938,BBB,2013J,Distinction,0
197240,BBB,2013J,Pass,0
197412,BBB,2013J,Pass,0
197759,BBB,2013J,Pass,0
198339,BBB,2013J,Withdrawn,1
199029,BBB,2013J,Distinction,0
199663,BBB,2013J,Pass,0
202879,BBB,2013J,Fail,1
203640,BBB,2013J,Pass,0
205788,BBB,2013J,Pass,0
227416,BBB,2013J,Fail,1
228243,BBB,2013J,Withdrawn,1
228513,BBB,2013J,Withdrawn,1
230081,BBB,2013J,Pass,0
231959,BBB,2013J,Withdrawn,1
233102,BBB,2013J,Withdrawn,1
233317,BBB,2013J,Pass,0
233752,BBB,2013J,Pass,0
233957,BBB,2013J,Fail,1
234929,BBB,2013J,Fail,1
235258,BBB,2013J,Withdrawn,1
235428,BBB,2013J,Withdrawn,1
238825,BBB,2013J,Withdrawn,1
240993,BBB,2013J,Pass,0
241338,BBB,2013J,Fail,1
242149,BBB,2013J,Fail,1
242893,BBB,2013J,Withdrawn,1
243047,BBB,2013J,Withdrawn,1
243851,BBB,2013J,Pass,0
243909,BBB,2013J,Fail,1
243992,BBB,2013J,Pass,0
244917,BBB,2013J,Withdrawn,1
245987,BBB,2013J,Pass,0
247902,BBB,2013J,Pass,0
248653,BBB,2013J,Distinction,0
248716,BBB,2013J,Pass,0
248800,BBB,2013J,Withdrawn,1
251815,BBB,2013J,Fail,1
252257,BBB,2013J,Pass,0
252652,BBB,2013J,Withdrawn,1
253577,BBB,2013J,Pass,0
256998,BBB,2013J,Pass,0
258035,BBB,2013J,Distinction,0
259182,BBB,2013J,Withdrawn,1
260179,BBB,2013J,Pass,0
261332,BBB,2013J,Fail,1
261466,BBB,2013J,Pass,0
262639,BBB,2013J,Pass,0
264152,BBB,2013J,Pass,0
264744,BBB,2013J,Pass,0
264842,BBB,2013J,Withdrawn,1
265170,BBB,2013J,Fail,1
266331,BBB,2013J,Distinction,0
266564,BBB,2013J,Pass,0
266744,BBB,2013J,Withdrawn,1
268589,BBB,2013J,Pass,0
269082,BBB,2013J,Distinction,0
269204,BBB,2013J,Pass,0
270646,BBB,2013J,Pass,0
271346,BBB,2013J,Withdrawn,1
272172,BBB,2013J,Fail,1
272617,BBB,2013J,Withdrawn,1
274247,BBB,2013J,Fail,1
274577,BBB,2013J,Withdrawn,1
274971,BBB,2013J,Pass,0
276925,BBB,2013J,Withdrawn,1
277537,BBB,2013J,Fail,1
277812,BBB,2013J,Distinction,0
278272,BBB,2013J,Fail,1
278773,BBB,2013J,Withdrawn,1
278794,BBB,2013J,Pass,0
280140,BBB,2013J,Fail,1
280151,BBB,2013J,Fail,1
280439,BBB,2013J,Withdrawn,1
282038,BBB,2013J,Withdrawn,1
282785,BBB,2013J,Withdrawn,1
284906,BBB,2013J,Pass,0
285050,BBB,2013J,Fail,1
286402,BBB,2013J,Distinction,0
286690,BBB,2013J,Fail,1
287107,BBB,2013J,Distinction,0
287309,BBB,2013J,Pass,0
287679,BBB,2013J,Pass,0
289753,BBB,2013J,Withdrawn,1
289965,BBB,2013J,Fail,1
290089,BBB,2013J,Distinction,0
291544,BBB,2013J,Distinction,0
292537,BBB,2013J,Pass,0
293712,BBB,2013J,Distinction,0
293754,BBB,2013J,Distinction,0
293760,BBB,2013J,Pass,0
299561,BBB,2013J,Withdrawn,1
301583,BBB,2013J,Fail,1
301987,BBB,2013J,Pass,0
303331,BBB,2013J,Withdrawn,1
303617,BBB,2013J,Fail,1
304069,BBB,2013J,Withdrawn,1
304795,BBB,2013J,Withdrawn,1
305173,BBB,2013J,Fail,1
305547,BBB,2013J,Withdrawn,1
305812,BBB,2013J,Withdrawn,1
305935,BBB,2013J,Fail,1
306964,BBB,2013J,Pass,0
307193,BBB,2013J,Fail,1
307230,BBB,2013J,Withdrawn,1
308359,BBB,2013J,Withdrawn,1
308509,BBB,2013J,Fail,1
308703,BBB,2013J,Withdrawn,1
308852,BBB,2013J,Withdrawn,1
310125,BBB,2013J,Withdrawn,1
310933,BBB,2013J,Pass,0
312531,BBB,2013J,Withdrawn,1
314850,BBB,2013J,Withdrawn,1
315105,BBB,2013J,Distinction,0
316076,BBB,2013J,Pass,0
318848,BBB,2013J,Pass,0
319618,BBB,2013J,Pass,0
320051,BBB,2013J,Pass,0
320757,BBB,2013J,Pass,0
322728,BBB,2013J,Withdrawn,1
323090,BBB,2013J,Pass,0
323606,BBB,2013J,Pass,0
324236,BBB,2013J,Withdrawn,1
324319,BBB,2013J,Withdrawn,1
324614,BBB,2013J,Withdrawn,1
325887,BBB,2013J,Pass,0
329030,BBB,2013J,Fail,1
329192,BBB,2013J,Distinction,0
332257,BBB,2013J,Withdrawn,1
333117,BBB,2013J,Withdrawn,1
333651,BBB,2013J,Withdrawn,1
335136,BBB,2013J,Fail,1
335481,BBB,2013J,Fail,1
336478,BBB,2013J,Pass,0
336646,BBB,2013J,Fail,1
337151,BBB,2013J,Pass,0
338741,BBB,2013J,Pass,0
338878,BBB,2013J,Withdrawn,1
339494,BBB,2013J,Pass,0
339608,BBB,2013J,Pass,0
339656,BBB,2013J,Withdrawn,1
340661,BBB,2013J,Withdrawn,1
340911,BBB,2013J,Pass,0
340965,BBB,2013J,Pass,0
341612,BBB,2013J,Withdrawn,1
342678,BBB,2013J,Withdrawn,1
342685,BBB,2013J,Pass,0
344568,BBB,2013J,Pass,0
345083,BBB,2013J,Withdrawn,1
345128,BBB,2013J,Fail,1
349554,BBB,2013J,Pass,0
349675,BBB,2013J,Fail,1
352112,BBB,2013J,Pass,0
352161,BBB,2013J,Withdrawn,1
352339,BBB,2013J,Withdrawn,1
352688,BBB,2013J,Pass,0
354779,BBB,2013J,Pass,0
355591,BBB,2013J,Withdrawn,1
355692,BBB,2013J,Withdrawn,1
358289,BBB,2013J,Withdrawn,1
360101,BBB,2013J,Withdrawn,1
360876,BBB,2013J,Fail,1
361988,BBB,2013J,Withdrawn,1
362907,BBB,2013J,Fail,1
363151,BBB,2013J,Withdrawn,1
363711,BBB,2013J,Withdrawn,1
364073,BBB,2013J,Distinction,0
364185,BBB,2013J,Withdrawn,1
364666,BBB,2013J,Fail,1
364871,BBB,2013J,Pass,0
365060,BBB,2013J,Withdrawn,1
365169,BBB,2013J,Pass,0
365288,BBB,2013J,Fail,1
365631,BBB,2013J,Pass,0
366524,BBB,2013J,Pass,0
367433,BBB,2013J,Pass,0
368077,BBB,2013J,Pass,0
369507,BBB,2013J,Withdrawn,1
369986,BBB,2013J,Pass,0
370307,BBB,2013J,Withdrawn,1
370859,BBB,2013J,Pass,0
371530,BBB,2013J,Distinction,0
371888,BBB,2013J,Withdrawn,1
372172,BBB,2013J,Fail,1
372658,BBB,2013J,Pass,0
373174,BBB,2013J,Fail,1
373269,BBB,2013J,Fail,1
373633,BBB,2013J,Withdrawn,1
373807,BBB,2013J,Fail,1
373848,BBB,2013J,Pass,0
374038,BBB,2013J,Fail,1
375960,BBB,2013J,Pass,0
378721,BBB,2013J,Withdrawn,1
379210,BBB,2013J,Fail,1
379983,BBB,2013J,Fail,1
380205,BBB,2013J,Fail,1
380240,BBB,2013J,Fail,1
381541,BBB,2013J,Pass,0
381669,BBB,2013J,Pass,0
382575,BBB,2013J,Fail,1
382920,BBB,2013J,Pass,0
382979,BBB,2013J,Distinction,0
383303,BBB,2013J,Fail,1
383571,BBB,2013J,Distinction,0
385040,BBB,2013J,Fail,1
385820,BBB,2013J,Pass,0
