id_student,code_module,code_presentation,vle_total,vle_mean,vle_std,assess_mean,assess_max,assess_count,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,target
510266,EEE,2014B,730,3.8020833333333335,5.808677011273004,96.0,96.0,1.0,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,0
510335,FFF,2013B,325,3.282828282828283,4.967322614850806,73.0,76.0,2.0,M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,0
510401,EEE,2013J,289,4.661290322580645,8.99169662209748,89.0,89.0,1.0,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,30,N,Pass,0
510420,FFF,2014B,1177,3.4415204678362574,6.249065715355305,81.0,84.0,2.0,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,0
510438,BBB,2013J,7,1.1666666666666667,0.408248290463863,0.0,0.0,0.0,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,1
510460,EEE,2013J,597,4.853658536585366,6.966762927337611,88.0,88.0,1.0,M,North Region,HE Qualification,30-40%,35-55,0,30,N,Pass,0
510492,BBB,2013B,147,2.625,2.128272880658271,53.5,61.0,2.0,F,South West Region,Lower Than A Level,80-90%,0-35,0,180,N,Fail,1
510530,DDD,2013B,628,2.5220883534136544,3.287395597542657,21.666666666666668,39.0,3.0,M,South East Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn,1
510534,FFF,2013J,425,2.639751552795031,5.325120650078101,65.0,80.0,2.0,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,0
510556,BBB,2013B,1263,4.992094861660079,7.829529012807486,80.0,83.0,2.0,F,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,0
510693,FFF,2013B,359,3.324074074074074,4.217960493346721,76.0,78.0,2.0,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,1
510693,FFF,2014B,240,2.823529411764706,4.554371188074981,78.0,78.0,1.0,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,1
510694,CCC,2014B,24,1.7142857142857142,1.2666473875533018,42.0,42.0,1.0,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,1
510694,EEE,2013J,460,3.4328358208955225,6.877497098054262,89.0,89.0,1.0,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,0
510737,GGG,2013J,32,1.8823529411764706,1.8331105033922692,0.0,0.0,0.0,F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,1
510756,BBB,2013B,246,2.536082474226804,2.121624061843619,75.5,76.0,2.0,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,0
510759,FFF,2013B,2086,4.364016736401673,7.510253101707754,83.0,92.0,3.0,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass,0
510776,BBB,2013J,167,2.420289855072464,2.6031982427811946,84.0,100.0,3.0,F,London Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,1
510845,BBB,2013B,389,2.701388888888889,3.171286961875414,57.5,70.0,2.0,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,0
510864,DDD,2013J,330,2.5384615384615383,2.2761106707124212,50.5,51.0,2.0,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0
510868,BBB,2013J,6,1.2,0.4472135954999579,54.0,55.0,2.0,F,London Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,1
510873,DDD,2013J,378,1.9090909090909092,1.8197501311765125,59.5,60.0,2.0,F,Scotland,HE Qualification,30-40%,0-35,1,120,N,Pass,0
510883,FFF,2013B,1617,4.826865671641791,7.849245398140209,80.5,96.0,4.0,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,0
510914,CCC,2014B,641,3.838323353293413,7.013169509537866,71.0,92.0,2.0,M,Wales,HE Qualification,60-70%,35-55,0,60,N,Withdrawn,1
511005,FFF,2013B,183,2.152941176470588,2.2334357600158654,0.0,0.0,0.0,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,1
511050,BBB,2013B,96,2.742857142857143,2.4051764903182953,80.0,80.0,2.0,M,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,0
511067,BBB,2013B,311,2.6810344827586206,2.433816605327077,77.0,80.0,2.0,F,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,0
511199,EEE,2014B,392,4.126315789473685,8.116495031806757,86.0,86.0,1.0,M,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Fail,1
511228,GGG,2014B,184,4.717948717948718,7.580962020429576,75.0,75.0,1.0,F,South East Region,Lower Than A Level,90-100%,35-55,0,30,Y,Pass,0
511271,DDD,2013B,1,1.0,0.0,0.0,0.0,0.0,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,120,N,Fail,1
511282,DDD,2013J,531,2.5165876777251186,2.8239553004083797,78.0,80.0,2.0,F,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,0
511306,BBB,2013B,2892,6.709976798143852,8.229378328517837,87.5,90.0,2.0,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,0
511340,FFF,2013B,24,2.4,1.6465452046971292,0.0,0.0,0.0,M,Ireland,Lower Than A Level,20-30%,0-35,0,120,N,Fail,1
511350,FFF,2014B,875,3.102836879432624,4.685108433515197,65.33333333333333,72.0,3.0,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,1
511453,DDD,2013J,189,2.3333333333333335,2.7248853186877424,67.0,67.0,2.0,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0
511459,BBB,2013B,245,2.5257731958762886,2.4285317216425355,59.0,65.0,2.0,F,Scotland,Lower Than A Level,10-20,35-55,1,120,N,Pass,0
511473,CCC,2014B,449,2.5804597701149423,4.350518913450587,50.0,50.0,1.0,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0
511474,BBB,2013B,518,4.709090909090909,4.751330966683174,80.0,80.0,1.0,F,North Western Region,Lower Than A Level,20-30%,0-35,2,120,N,Fail,1
511492,GGG,2014B,25,2.272727272727273,3.003028774118193,0.0,0.0,0.0,F,South East Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,1
511506,BBB,2014B,632,3.653179190751445,4.5438373493379896,100.0,100.0,1.0,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,1
511515,BBB,2013B,1200,3.7151702786377707,5.093472764245203,46.0,47.0,2.0,F,Scotland,Lower Than A Level,30-40%,35-55,0,120,N,Fail,1
511524,BBB,2013B,676,3.6149732620320854,3.798894912082285,82.0,87.0,2.0,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,0
511527,BBB,2013B,90,2.5,1.9346465162548798,58.0,58.0,2.0,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Fail,1
511544,DDD,2013B,7,2.3333333333333335,1.5275252316519468,61.0,65.0,2.0,F,North Region,A Level or Equivalent,40-50%,35-55,1,150,N,Fail,1
511569,DDD,2013B,440,2.2564102564102564,2.251207565047078,74.0,77.0,2.0,F,South Region,Lower Than A Level,30-40%,35-55,0,60,Y,Withdrawn,1
511571,GGG,2013J,122,2.1403508771929824,1.7158774982417686,85.0,85.0,1.0,F,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,0
511576,DDD,2013B,600,2.7777777777777777,4.266327505899764,63.25,70.0,4.0,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1
511636,DDD,2013J,279,2.8181818181818183,2.963601078816095,0.0,0.0,0.0,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn,1
511657,CCC,2014B,158,2.981132075471698,7.926320724789061,49.0,50.0,2.0,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,1
511657,EEE,2014B,118,3.4705882352941178,10.11520096451794,86.0,86.0,1.0,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,1
511678,BBB,2013J,5368,9.4673721340388,10.790254271875664,68.0,100.0,3.0,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0
511693,BBB,2013B,129,2.1864406779661016,1.9693739270447523,68.0,72.0,2.0,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0
511762,FFF,2013B,1790,3.396584440227704,6.7435525963513845,90.66666666666667,98.0,3.0,M,North Region,Lower Than A Level,10-20,0-35,1,270,Y,Distinction,0
511890,DDD,2013J,4,2.0,1.4142135623730951,0.0,0.0,0.0,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn,1
511890,DDD,2014B,349,2.5661764705882355,2.980684002738802,70.0,70.0,1.0,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,120,Y,Withdrawn,1
511901,BBB,2014B,39,1.8571428571428572,1.2363540870525032,75.5,81.0,2.0,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0
511912,FFF,2014B,908,3.982456140350877,7.406964761658228,93.33333333333333,98.0,3.0,M,South East Region,A Level or Equivalent,20-30%,0-35,0,90,N,Distinction,0
511949,DDD,2013B,603,2.587982832618026,2.8042811728241044,81.5,87.0,4.0,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,1
511958,DDD,2013B,163,2.0632911392405062,2.1975614232651255,0.0,0.0,0.0,F,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,1
511990,FFF,2013B,105,3.088235294117647,3.1848852037617967,86.0,86.0,1.0,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,120,N,Fail,1
512050,DDD,2013J,74,2.3125,3.587051084647522,0.0,0.0,0.0,M,North Western Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail,1
512070,BBB,2013B,23,2.3,2.8693785622209793,53.0,53.0,1.0,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,1
512080,DDD,2013B,355,2.2327044025157234,2.4292390029777002,72.5,91.0,4.0,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0
512118,BBB,2014B,83,2.128205128205128,1.4359938274952957,84.0,100.0,3.0,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,1
512123,FFF,2013J,75,2.5,2.5427381385780388,71.0,80.0,2.0,M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,60,N,Fail,1
512180,BBB,2013B,71,1.775,1.7169964831288744,46.5,49.0,2.0,F,Wales,Lower Than A Level,0-10%,0-35,0,120,Y,Fail,1
512236,FFF,2014B,195,2.119565217391304,3.0012539185500513,61.0,66.0,2.0,M,North Region,HE Qualification,Unknown,0-35,0,120,N,Fail,1
512242,BBB,2013B,261,2.6363636363636362,2.6086768303480605,76.5,83.0,2.0,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,1
512258,GGG,2013J,112,2.0,1.4142135623730951,0.0,0.0,0.0,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,0
512259,DDD,2013J,872,2.3825136612021858,2.495172373012682,87.5,89.0,2.0,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0
512305,FFF,2013B,329,3.2254901960784315,5.229215079855492,0.0,0.0,0.0,M,London Region,Lower Than A Level,40-50%,0-35,1,150,N,Withdrawn,1
512335,FFF,2013J,2203,5.3995098039215685,8.83035304471189,47.0,50.0,2.0,M,South West Region,A Level or Equivalent,70-80%,35-55,2,120,N,Withdrawn,1
512353,CCC,2014B,134,4.0606060606060606,8.034843627676404,38.0,40.0,2.0,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,150,N,Fail,1
512404,DDD,2013B,126,1.8805970149253732,1.3764511687636996,60.0,60.0,1.0,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,180,Y,Withdrawn,1
512417,BBB,2013J,631,3.0336538461538463,2.8882273311347277,89.0,100.0,3.0,F,Scotland,A Level or Equivalent,10-20,0-35,1,60,N,Pass,0
512460,AAA,2013J,253,2.3211009174311927,2.1338572878490623,68.5,78.0,2.0,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass,0
512475,CCC,2014B,971,3.5437956204379564,7.1590958697563,80.0,80.0,1.0,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Distinction,0
512525,DDD,2013J,282,3.6153846153846154,3.434851059100204,62.0,62.0,1.0,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,Y,Withdrawn,1
512581,BBB,2013J,1780,5.913621262458472,6.157313849621958,81.66666666666667,100.0,3.0,F,Scotland,Lower Than A Level,60-70%,0-35,1,60,N,Fail,1
512582,CCC,2014B,420,7.368421052631579,25.511644105435575,92.0,94.0,2.0,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,1
512693,EEE,2013J,34,2.0,1.9685019685029528,0.0,0.0,0.0,M,East Anglian Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,1
512706,DDD,2013J,540,2.347826086956522,2.275917122154221,67.5,70.0,2.0,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Fail,1
512725,FFF,2013J,12,1.5,0.7559289460184544,0.0,0.0,0.0,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn,1
512775,BBB,2013J,150,2.542372881355932,2.8787092048604785,73.33333333333333,80.0,3.0,F,Scotland,HE Qualification,0-10%,35-55,0,90,N,Pass,0
512805,BBB,2013B,152,2.4516129032258065,2.162856485199256,77.5,85.0,2.0,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,1
512839,BBB,2013J,139,2.396551724137931,2.7334166985944295,89.5,100.0,2.0,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,150,N,Fail,1
512859,FFF,2013J,59,2.185185185185185,2.3702813373592635,0.0,0.0,0.0,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,90,N,Fail,1
512861,DDD,2013B,604,2.2706766917293235,2.6468288453518762,83.33333333333333,87.0,3.0,F,South West Region,A Level or Equivalent,40-50%,0-35,1,120,N,Pass,0
512883,BBB,2013B,164,2.2162162162162162,2.147124679883846,45.5,54.0,2.0,F,Wales,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,1
512883,BBB,2013J,22,2.4444444444444446,1.3333333333333335,57.0,80.0,3.0,F,Wales,Lower Than A Level,20-30%,0-35,2,60,N,Withdrawn,1
512911,BBB,2013B,198,2.8285714285714287,3.143760457424292,63.0,63.0,1.0,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,1
512929,BBB,2013B,425,2.7960526315789473,3.2415735198555646,95.0,95.0,1.0,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,0
512940,BBB,2013J,120,1.9672131147540983,1.7026177209888123,86.33333333333333,100.0,3.0,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Pass,0
512961,FFF,2013B,402,4.962962962962963,7.3628195082530095,66.0,72.0,2.0,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1
512977,BBB,2013J,68,2.3448275862068964,2.2083585059134747,80.33333333333333,100.0,3.0,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,0
512995,BBB,2013B,405,2.9136690647482015,2.984214543294916,75.0,78.0,2.0,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0
513007,DDD,2013J,52,2.4761904761904763,3.5159500511106185,43.0,43.0,1.0,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,90,N,Fail,1
513076,BBB,2013J,143,2.69811320754717,2.4225297145147304,64.0,80.0,2.0,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Fail,1
513077,BBB,2014B,505,2.72972972972973,3.162695677471375,36.0,48.0,3.0,F,Wales,Lower Than A Level,20-30%,35-55,0,120,Y,Fail,1
513093,BBB,2013B,1241,4.385159010600707,6.910013719399229,75.0,77.0,2.0,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,0
513172,FFF,2013B,390,2.549019607843137,2.99548163351376,85.0,86.0,2.0,M,Ireland,Lower Than A Level,80-90%,0-35,0,120,N,Fail,1
513204,DDD,2013J,252,2.1913043478260867,2.4846746130782726,59.0,67.0,2.0,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,1
513210,BBB,2013B,444,4.577319587628866,5.825295149078985,63.0,65.0,2.0,F,London Region,Lower Than A Level,30-40%,35-55,1,120,Y,Withdrawn,1
513211,EEE,2014B,83,6.916666666666667,12.565886962388095,0.0,0.0,0.0,M,London Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,1
513228,FFF,2013J,87,2.289473684210526,2.288725536269005,73.16666666666667,89.0,6.0,M,North Western Region,Lower Than A Level,90-100%,0-35,1,90,N,Pass,0
513246,DDD,2013B,413,2.6139240506329116,2.8901869631726322,56.5,67.0,2.0,F,North Western Region,Lower Than A Level,10-20,0-35,1,120,N,Withdrawn,1
513266,FFF,2013B,802,3.456896551724138,4.395771760969113,59.0,70.0,2.0,M,North Region,Lower Than A Level,Unknown,0-35,1,120,N,Pass,0
513268,FFF,2013B,563,3.9097222222222223,4.904562161113874,79.0,86.0,2.0,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,0
513315,BBB,2013B,980,2.4378109452736316,2.940365421516428,53.5,54.0,2.0,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,0
513349,DDD,2013J,1838,2.9693053311793216,3.4181167815316615,93.0,98.0,2.0,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,75,N,Fail,1
513356,DDD,2013J,74,3.5238095238095237,3.8938290617212212,53.0,77.0,2.0,M,North Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,1
513396,DDD,2013B,229,2.7590361445783134,3.4165678165403213,53.333333333333336,63.0,3.0,F,South West Region,HE Qualification,40-50%,0-35,1,180,N,Fail,1
513415,DDD,2014B,83,2.1842105263157894,1.6250615482380593,75.0,75.0,1.0,M,South East Region,A Level or Equivalent,10-20,0-35,1,60,Y,Withdrawn,1
513428,FFF,2013B,803,3.1865079365079363,5.024336838357416,97.0,100.0,2.0,F,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,Fail,1
513482,DDD,2013J,82,2.342857142857143,2.127451625811517,84.0,84.0,1.0,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,1
513499,DDD,2013J,355,2.84,2.515756796287057,75.5,79.0,2.0,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0
513638,CCC,2014B,141,2.611111111111111,4.122724262658364,87.0,90.0,2.0,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,0
513672,EEE,2014B,807,6.113636363636363,16.713868505417217,95.0,96.0,2.0,M,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass,0
513687,DDD,2013B,1599,2.988785046728972,3.8826254463095307,69.0,81.0,3.0,M,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,1
513687,DDD,2014B,1071,3.5819397993311037,6.737340222337857,91.0,97.0,2.0,M,North Western Region,Lower Than A Level,20-30%,35-55,2,120,N,Pass,0
513701,FFF,2014B,219,3.711864406779661,9.327473042609547,82.0,92.0,3.0,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,90,N,Pass,0
513733,BBB,2013B,2645,4.953183520599251,5.7024121139634,57.5,71.0,2.0,F,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,1
513757,BBB,2013B,357,3.0,3.5391275377998963,73.0,77.0,2.0,F,London Region,A Level or Equivalent,30-40%,35-55,1,120,N,Pass,0
513773,DDD,2013B,195,2.03125,1.6886813603643838,58.0,73.0,3.0,F,London Region,HE Qualification,70-80%,0-35,0,90,N,Pass,0
513796,FFF,2013J,172,4.095238095238095,7.277796248495209,0.0,0.0,0.0,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,1
513836,BBB,2013J,412,2.4523809523809526,2.94421085023695,76.0,100.0,3.0,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,1
513853,DDD,2013J,1251,2.443359375,2.457608268006234,74.5,77.0,2.0,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0
513854,DDD,2013B,1604,2.6123778501628663,3.2179517687804156,85.75,96.0,4.0,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,0
513881,BBB,2013B,398,2.992481203007519,3.085882420336847,70.0,73.0,2.0,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,1
513934,CCC,2014B,587,2.7429906542056073,3.04802289954593,60.0,60.0,1.0,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,1
513954,DDD,2013J,56,2.0,1.3608276348795434,66.0,66.0,1.0,F,South West Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail,1
513957,DDD,2014B,81,2.25,2.465475903060386,51.5,65.0,2.0,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,0
514000,CCC,2014B,171,5.181818181818182,15.257077344331353,80.0,80.0,1.0,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,1
514028,DDD,2013B,109,2.2244897959183674,2.4002196611495177,0.0,0.0,0.0,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn,1
514031,BBB,2014B,594,3.210810810810811,3.3008384790988923,84.33333333333333,100.0,3.0,M,Ireland,Lower Than A Level,0-10%,0-35,1,180,Y,Pass,0
514040,EEE,2013J,197,7.576923076923077,8.38175674628214,0.0,0.0,0.0,M,West Midlands Region,HE Qualification,30-40%,0-35,0,90,N,Withdrawn,1
514043,BBB,2013J,38,1.6521739130434783,1.7217511078754548,71.0,100.0,3.0,F,London Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,0
514074,BBB,2013J,332,3.018181818181818,3.091811672172183,60.333333333333336,80.0,3.0,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,1
514096,FFF,2013B,192,1.8285714285714285,1.734586754472433,66.0,66.0,1.0,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,1
514125,DDD,2013J,616,2.5560165975103732,2.757938372478624,65.0,87.0,2.0,F,Ireland,A Level or Equivalent,30-40%,0-35,1,90,N,Pass,0
514140,BBB,2013B,806,2.9416058394160585,3.305598366713214,66.0,71.0,2.0,M,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Pass,0
514186,CCC,2014B,489,3.26,6.773844288360415,10.0,10.0,1.0,F,Scotland,HE Qualification,50-60%,35-55,0,90,Y,Fail,1
514218,DDD,2013B,26,2.1666666666666665,2.167249338901663,0.0,0.0,0.0,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,1
514218,DDD,2013J,2,1.0,0.0,0.0,0.0,0.0,F,South East Region,Lower Than A Level,90-100%,0-35,1,60,N,Withdrawn,1
514277,DDD,2014B,100,3.4482758620689653,2.8733530300796635,0.0,0.0,0.0,F,Scotland,HE Qualification,70-80%,0-35,0,120,N,Withdrawn,1
514300,DDD,2013B,240,2.727272727272727,3.603087031234459,50.75,68.0,4.0,F,South East Region,A Level or Equivalent,20-30%,0-35,1,180,N,Pass,0
514302,BBB,2013J,322,2.3676470588235294,2.1145311135250187,83.0,100.0,3.0,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0
514365,BBB,2013B,57,2.85,2.6611236249690506,0.0,0.0,0.0,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,1
514445,BBB,2013J,171,2.4782608695652173,2.4591288250120438,90.0,100.0,3.0,F,Wales,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0
514558,FFF,2013J,1011,4.339055793991417,6.2519702385130485,74.5,84.0,2.0,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,Y,Fail,1
514580,FFF,2013B,1382,3.8282548476454292,5.855043362718735,90.0,96.0,4.0,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,0
514633,DDD,2013B,464,2.2524271844660193,2.515196531532479,39.5,56.0,4.0,M,North Western Region,Lower Than A Level,10-20,35-55,1,120,Y,Fail,1
514675,FFF,2013B,295,3.1052631578947367,8.213214163657023,83.0,92.0,4.0,M,South West Region,A Level or Equivalent,70-80%,0-35,0,180,N,Pass,0
514699,GGG,2013J,93,3.3214285714285716,3.356073228227822,0.0,0.0,0.0,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,1
514756,FFF,2013B,380,2.878787878787879,4.391230509751863,79.0,86.0,2.0,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,90,N,Pass,0
514773,DDD,2013B,489,2.6149732620320854,3.396929412685094,85.25,100.0,4.0,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,1
514776,BBB,2013J,259,2.8461538461538463,3.5805743701971644,64.66666666666667,100.0,3.0,F,Scotland,Lower Than A Level,40-50%,0-35,2,60,Y,Fail,1
514852,DDD,2013J,133,3.8,4.431172995680383,0.0,0.0,0.0,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1
514864,BBB,2013J,420,2.3863636363636362,2.670181666080069,79.0,100.0,3.0,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,0
514903,FFF,2013B,761,3.007905138339921,3.367670871993975,84.0,84.0,2.0,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,150,Y,Pass,0
514913,FFF,2013B,1194,3.73125,8.22658880234596,63.666666666666664,74.0,3.0,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn,1
514913,FFF,2013J,106,1.7096774193548387,1.3353589408070141,44.0,44.0,1.0,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,120,Y,Fail,1
514934,DDD,2013J,16,1.6,1.3498971154211057,0.0,0.0,0.0,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,1
514951,BBB,2013B,58,2.0,1.3887301496588271,0.0,0.0,0.0,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,1
514969,FFF,2013B,2310,6.16,12.67343847504491,77.33333333333333,88.0,3.0,M,North Region,A Level or Equivalent,10-20,0-35,1,300,N,Pass,0
514981,BBB,2013B,400,3.278688524590164,3.467111821317583,67.5,75.0,2.0,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,120,N,Fail,1
514987,BBB,2013B,105,2.1875,1.645836138789242,66.5,70.0,2.0,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,N,Pass,0
515035,BBB,2013B,32,2.0,1.4142135623730951,0.0,0.0,0.0,F,South Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1
515046,CCC,2014B,965,4.426605504587156,7.28970162041108,94.0,98.0,2.0,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass,0
515046,DDD,2013B,710,2.0402298850574714,1.7912988393941895,82.75,89.0,4.0,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass,0
515051,GGG,2014B,113,3.138888888888889,4.001091121023134,60.0,60.0,1.0,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,1
515056,DDD,2013J,399,3.0,2.8998432559521055,85.5,87.0,2.0,M,South West Region,HE Qualification,60-70%,0-35,0,60,N,Pass,0
